ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
FARMACIAS DE DESCUENTO UNION,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",HIDALGO 402,CENTRO,C.P. 86700,MACUSPANA,TABASCO,27012010674,09/11/2016,
FARMACIAYZA MACUSPANA CENTRO,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",CALLE REFORMA S/N.,CENTRO,86706,MACUSPANA,TABASCO,27012010420,22/07/2011,
FARMACIA MI BODEGA AURRERA REFORMA,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","EXT. MDO. PUBLICO MIGUEL ORRICO DE 
LOS LLANOS ANEXO ""B""",COL. AMPLIACION  OBRERA,86721,MACUSPANA,TABASCO,27012010104,31/08/2006,
FARMACIA DEL MERCADO,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",LEON ALEJO TORRES # 139,CENTRO,86706,MACUSPANA,TABASCO,27012010232,16/11/2006,
FARMACIA DEL CARMEN,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",LERDO DE TEJADA NO. 402,CENTRO,86706,MACUSPANA,TABASCO,27012010211,16/11/2006,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
FARMACIA DEL HOSPITAL GENERAL,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",MIGUEL HIDALGO NO. 410,CENTRO,86706,MACUSPANA,TABASCO,27012010544,26/01/2015,
"FARMACIAS DEL AHORRO SUCURSAL 
MACUSPANA","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","PASEO JOSE  NARCISO ROVIROSA  # 
130",CENTRO,86706,MACUSPANA,TABASCO,27012010454,09/02/2012,
SUPERCHE,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",LEON ALEJO TORRES S/NUMERO,CENTRO,86220,NACAJUCA,TABASCO,27013010726,28/08/2017,
FARMACIA YZA NACAJUCA ALEJO TORRES,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",LEON ALEJO TORRES NUM.22,CENTRO,86220,NACAJUCA,TABASCO,27013010436,23/08/2011,
FARMACIA DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",LEON ALEJO TORRES NUM. 39,CENTRO,86220,NACAJUCA,TABASCO,27013010215,21/11/2006,
FARMACIA IRIS,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",AVENIDA VALLE REAL SIN NUMERO,"OTRA NO ESPECIFICADA EN 
EL CATALOGO",86247,NACAJUCA,TABASCO,27013010817,05/07/2019,
"FARMACIA YZA NACAJUCA POMOCA VALLE 
REAL","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","CARRETERA VILLAHERMOSA-
NACAJUCA SIN NUMERO","OTRA NO ESPECIFICADA EN 
EL CATALOGO",86247,NACAJUCA,TABASCO,27013010790,10/09/2018,
FARMACIA GUADALAJARA S.A. DE C.V.,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","CALLE VALLE REAL MANZANA 1 
EDIFICIO 4 DEPARTAMENTO 5C",FRACCIONAMIENTO POMOCA,86245,NACAJUCA,TABASCO,27013010741,29/11/2017,
FARMACIA VIDA SANA,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","AV.SAMARKANDA MZ 6 SM 2 S/N LOCAL 
2","OTRA NO ESPECIFICADA EN 
EL CATALOGO",86247,NACAJUCA,TABASCO,27013010682,10/11/2016,
FARMACIA YZA NACAJUCA POMOCA,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",AV.DEL BOSQUES MZA 48 LOTE 10,BOSQUES DE SALOYA,86220,NACAJUCA,TABASCO,27013010648,27/10/2016,
"FARMACIA YZA NACAJUCA BOSQUES DE 
SALOYA","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",CALLE ANTONIO RUIZ S/N,CENTRO,86220,NACAJUCA,TABASCO,27013010214,21/03/2019,
"FARMACIAS DE DESCUENTO UNION 
SUCURSAL NACAJUCA MERCADO","464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",AV. DEL BOSQUE SN. LOTE 11 MZA. 49,FRACC. BOSQUES DE SALOYA,86220,NACAJUCA,TABASCO,27013010589,16/03/2016,
FARMACIA DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","AV. SAMARKANDA S/N. (AREA PRIVADA 
ZONA 8)",FRACC. POMOCA,86220,NACAJUCA,TABASCO,27 013 01 0419,19/07/2011,
FARMACIA DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",AV.POMOCA NO. 1,FRACC. POMOCA,86247,NACAJUCA,TABASCO,27 013 01 0484,25/01/2013,
"FARMACIA BODEGA AURRERA (CARRETERA 
NACAJUCA)","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",CALLE NUEVA S/N.,CENTRO,86220,NACAJUCA,TABASCO,27 013 01 0317,04/06/2007,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
"FARMACIA  HOSPITAL COMUNITARIO 
NACAJUCA","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",SANTOS DEGOLLADOS S/N.,EL CARMEN,86220,NACAJUCA,TABASCO,27 013 01 0216,21/11/2006,
FARMACIA ISSSTE,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","R/A., SALOYA 2DA. SECC.",FRACC. POMOCA,86246,NACAJUCA,TABASCO,27 013 01 0467,28/06/2006,
FARMACIA DE DESCUENTO UNION,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","PROLONGACION PASEO USUMACINTA 1 
Y 2",FRACC. SALOYA,86247,NACAJUCA,TABASCO,27013010607,05/09/2016,
FARMACIA DC MART,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","CARRETERA PARAISO PUERTO CEIBA 
KM. 1 S/N",COL. QUINTIN ARAUZ,86600,PARAISO,TABASCO,27014010795,08/10/2018,
"FARMACIA INTRAHOSPITALARIA DE LA 
CLINICA SAN MARCOS","464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",CALLE SANTOS DEGOLLADO  105,CENTRO,86600,PARAISO,TABASCO,27014010744,19/12/2017,
"FARMACIA INTRAHOSPITALARIA DE LA 
CLINICA SANTA MARTHA","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","OCAMPO NUM. 101, ESQUINA QUINTIN 
ARAUZ",CENTRO,86600,PARAISO,TABASCO,27014010244,12/12/2006,
FARMACIA MI FARMA,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","CARRETERA FEDERAL 187 TRAMO 
PARAISO-VILLA PUERTO CEIBA 105",R/A. LA CEIBA,86607,PARAISO,TABASCO,27014010592,18/03/2016,
HOSPITAL GENERAL PEMEX PARAISO,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",2 DE ABRIL  ESQ. BENITO JUAREZ  S/N,CENTRO,86600,PARAISO,TABASCO,27014010564,11/11/2015,
"FARMACIAS DEL AHORRO SUCURSAL 
PARAISO","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","LERDO DE TEJADA ESQ. IGNACIO 
ZARAGOZA NUM. 302",CENTRO,86605,PARAISO,TABASCO,27014010545,26/01/2015,
"FARMACIAS DE DESCUENTO UNION 
SUCURSAL PARAISO ZARAGOZA","464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","BOULERVARD MANUEL ZURITA RAMOS 
S/N.",COL. QUINTIN ARAUZ,86600,PARAISO,TABASCO,27 014 01 0117,05/09/2006,
UNIDAD DE MEDICA FAMILIAR  NUM. 21,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","MANZANA 2, LOTES 1, 2, 3 Y 4",LAZARO CARDENAS,86600,PARAISO,TABASCO,27 014 01 0178,08/11/2006,
PETROLEOS MEXICANOS,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",NICOLAS BRAVO # 240,CENTRO,86605,PARAISO,TABASCO,27014010738,23/12/2017,
"FARMACIAS DE DESCUENTO UNION 
SUCURSAL PARAISO MERCADO","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",CALLE COMONFORT SIN NUMERO,CENTRO,86605,PARAISO,TABASCO,27014010758,10/03/2018,
"FARMACIAS DE DESCUENTO UNION 
SUCURSAL PARAISO PALACIO","464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",LERDO  ESQ. ROMAN MAGAÑA S/N,CENTRO,86600,PARAISO,TABASCO,27 014 01 0242,12/12/2006,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
FARMACIA DEL ISSSTE,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",FRANCISCO TRUJILLO GURRIA S/N.,COL. QUINTIN ARAUZ,86600,PARAISO,TABASCO,27 014 01 0243,12/12/2006,
FARMACIA DEL HOSPITAL GENERAL  PARAISO,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",AQUILES SERDAN ESQ. M. LERDO S/N,CENTRO,86600,PARAISO,TABASCO,27 014 01 0311,25/04/2007,
"FARMACIAS DE DESCUENTO UNION 
SUCURSAL PARAISO CENTRAL","464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","BOULERVARD MANUEL ANTONIO 
ROMERO ZURITA S/N",COL.QUINTIN ARAUZ,86605,PARAISO,TABASCO,27 014 01 0355,03/03/2009,
FARMACIA BODEGA AURRERA PARAISO,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","GREGORIO MENDEZ ESQ.  COMONFORT 
S/N,",CENTRO,86605,PARAISO,TABASCO,27 014 01 0361,15/05/2009,
"FARMACIAS DE DESCUENTO UNION 
SUCURSAL PARAISO CATEDRAL","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",JUAREZ 302,CENTRO,86600,PARAISO,TABASCO,27014010625,30/09/2016,
FARMACIA YZA PARAISO PUENTE,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",QUINTIN ARAUZ ESQ. OCAMPO NO. 101,CENTRO,86600,PARAISO,TABASCO,27014010627,30/09/2016,
FARMACIA  YZA PARAISO PARQUE,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",M.LERDO ESQ. AQUILES SERDAN SN,CENTRO,86600,PARAISO,TABASCO,27014010624,30/09/2016,
FARMACIA YZA PARAISO LA CENTRAL,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",NICOLAS BRAVO SN.,CENTRO,86600,PARAISO,TABASCO,27 014 01 0635,30/09/2016,
FARMACIA YZA PARAISO MERCADO,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",CALLE MELCHOR OCAMPO NO. 216,CENTRO,86605,PARAISO,TABASCO,27014010650,27/10/2016,
FARMACIAYZA PARAISO OCAMPO,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","BLVD. MANUEL ANTONIO ROMERO 
ZURITA LOTE 220/210 BIS",QUINTIN ARAUZ,86608,PARAISO,TABASCO,27014010651,27/10/2016,
FARMACIAYZA PARAISO IMSS,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","BLVD. MANUEL ANTONIO ROMERO 
ZURITA S/N",CENTRO,86605,PARAISO,TABASCO,27 014 01 0538,05/11/2014,
FARMACIA CHEDRAUI,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","IGNACIO COMONFORT 101 ""B""",CENTRO,86600,PARAISO,TABASCO,27014010626,30/09/2016,
"FARMACIA YZA PARAISO PALACIO DE LOS 
DEPORTES","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","CARRETERA PARAISO-VILLA PUERTO 
CEIBA KM. 176.3",R/A. CEIBA,86600,PARAISO,TABASCO,27014010111,18/10/2006,
FARMACIA TIENDAS SORIANA S.A. DE C.V.,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",MELCHOR OCAMPO NUM. 110,CENTRO,86600,PARAISO,TABASCO,27014010190,08/11/2006,
FARMACIA SANTA MARIA II,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",2 DE ABRIL S/N.,CENTRO,86600,PARAISO,TABASCO,27014010411,02/06/2011,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
FARMACIA DEL AHORRO,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",IGNACIO COMONFORT # 130,CENTRO,86600,PARAISO,TABASCO,27014010238,12/12/2006,
MARY,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","CALLE SEBASTIAN LERDO DE TEJADA 
SIN NUMERO",COL. CENTRO,86870,TACOTALPA,TABASCO,27015010798,11/10/2018,
"FARMACIA DEL HOSPITAL COMUNITARIO DE 
TACOTALPA","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",AV.ADOLFO RUIZ CORTINEZ SN.,PUEBLO NUEVO,86870,TACOTALPA,TABASCO,27015010716,28/04/2017,
FARMACIA YZA TACOTALPA MERCADO,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",FRANCISCO A. LANZ 104,CENTRO,86870,TACOTALPA,TABASCO,27015010694,12/12/2016,
FARMACIA DE LA CLINICA SANTA ELENA,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",PLAZA BENITO JUAREZ NUM. 39,CENTRO,86870,TACOTALPA,TABASCO,27015010246,23/11/2006,
FARMACIA GUADALUPANA,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",JOSE LOPEZ PORTILLO NUM. 3,VILLA TAPIJULAPA,86890,TACOTALPA,TABASCO,27015010247,14/04/2008,
LA ESMERALDA DE LA SIERRA,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",27 DE FEBRERO SIN NUMERO,PUEBLO NUEVO,86870,TACOTALPA,TABASCO,27015010359,,
FARMACIA DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",SEBASTIAN LERDO DE TEJADA SN.,CENTRO,86870,TACOTALPA,TABASCO,27015010249,23/11/2006,
"FARMACIA DE LA UNIDAD MEDICA FAMILIAR 
NUM.3","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",SEBASTIAN LERDO DE TEJADA SN.,CENTRO,86870,TACOTALPA,TABASCO,27015010416,29/06/2011,
UNIDAD DE MEDICINA FAMILIAR ISSSTE,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",AV.GREGORIO MENDEZ 122 LOCAL B,CENTRO,86800,TEAPA,TABASCO,27016010553,06/05/2015,
FARMACIAS DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",AV. CARLOS RAMOS NUM.252,CENTRO,86800,TEAPA,TABASCO,27016010205,17/11/2006,
FARMACIA DEL AHORRO LA FE,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",AV.CARLOS RAMOS NUM. 130,CENTRO,86800,TEAPA,TABASCO,27016010204,14/11/2006,
FARMACIA LA CAMPESINA,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",MANUEL BUELTA NUM. 208-B,CENTRO,86800,TEAPA,TABASCO,27016010201,14/11/2006,
FARMACIA SAN JOSE,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",AV.GREGORIO MENDEZ NUM. 220,CENTRO,86800,TEAPA,TABASCO,27016010200,14/11/2006,
FARMACIAS DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",AV. CARLOS RAMOS NUM. 274-A,CENTRO 03:,11 p. m.86800,TEAPA,TABASCO,27016010197,13/11/2006,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
FARMACIA KOBE 24 HORAS,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","BLVD-FRANCISCO TRUJILLO GURRIA 
161",CENTRO,86800,TEAPA,TABASCO,27016010486,14/02/2013,
FARMACIA MI BODEGA AURRERA TEAPA,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",CALLE CARLOS RAMOS 1,CENTRO,86800,TEAPA,TABASCO,27016010757,09/02/2018,
FARMACIA GUADALAJARA S.A. DE C.V.,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",AV. CARLOS RAMOS 260 INT.1,CENTRO,86800,TEAPA,TABASCO,27016010688,10/11/2016,
FARMACIA YZA TEAPA HOSPITAL,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",BOULEVARD FRANCISCO TRUJILLO S/N,CENTRO,86800,TEAPA,TABASCO,27016010199,14/11/2006,
