ESTABLECIMIENTO,"GIRO (FARMACIA, 
BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION 
AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS)"
""" BOTICA I.M.S.S. """,BOTICA,MARIANO ESCOBEDO S/N,CABECERA MUNICIPAL,54240,JILOTEPEC,ESTADO DE MÉXICO,15045100012,18 DE ABRIL DE 2005,"GRUPO: I,II,III,  VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
"CLINICA REGIONAL DE JILOTEPEC ISSEMYM "" B O T I C A """,BOTICA,"CALLE ESTACION ESQ.MIGUEL ALEMAN 
S/N",CABECERA MUNICIPAL,54240,JILOTEPEC,ESTADO DE MÉXICO,1504510027,18 DE JUNIO DE 2002,"GRUPOS:II,III 
PSIC.VAC,TOXOI,SUEROS,ANTIT."
UNIDAD DE MEDICINA FAMILIAR CON MODULO RESOLUTIVO I,BOTICA,JOSE VASCONCELOS S/N,CABECERA MUNICIPAL,54240,JILOTEPEC,ESTADO DE MÉXICO,15045100005,18 DE ABRIL DE 2016,"GRUPO:   II,III, VACUNAS, TOXOIDES"
""" B O T I C A """,BOTICA,IGNACIO ALLENDE S/N,CABECERA MUNICIPAL,54240,JILOTEPEC,ESTADO DE MÉXICO,15045100009,18 DE ABRIL DE 2005,"GRUPO: II,III,  VACUNAS, TOXOIDES, SUEROS 
DE ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL"
"FARMACIA ALOPATICA  "" CARACUARO """,FARMACIA,LIC.ANDRES MOLINA ENIQUEZ NO.178,LAS CUATRO ESQUINAS,54240,JILOTEPEC,ESTADO DE MÉXICO,15045090004,18 de abril de 2005,"GRUPO: II ,III, VACUNAS, TOXOIDES."
"FARMACIA ALOPATICA "" DE DIOS """,FARMACIA,AV. JUAREZ NO. 106,CABECERA MUNICIPAL,54240,JILOTEPEC,ESTADO DE MÉXICO,15045090014,24 DE NOVIEMBRE DE 2009,"GRUPO: II,III,  VACUNAS, TOXOIDES, SUEROS 
DE ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
""" FARMACIA ALOPATICA SAN MARTIN CON VENTA DE 
PSICOTROPICOS """,FARMACIA,AV. MIGUEL HIDALGO NO. 121,JILOTEPEC,54240,JILOTEPEC,ESTADO DE MÉXICO,15045090011,18 de abril de 2005,"GRUPO: I,II,III,  VACUNAS, TOXOIDES, 
HEMODERIVADOS"
"FARMACIA ALOPATICA "" LITZY """,FARMACIA,AV. GUERRERO NO. 157-A,CABECERA MUNICIPAL,54240,JILOTEPEC,ESTADO DE MÉXICO,15045090020,26 de abril de 2005,"GRUPOS:II,III,  VACUNAS, TOXIODES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
"HOSPITAL GENERAL JILOTEPEC "" FARMACIA """,FARMACIA,"AV. REFORMA ESQUINA CON 
LIBRAMIENTO",CENTRO,54240,JILOTEPEC,ESTADO DE MÉXICO,15045090018,25 de abril de 2005,"GRUPO: I,II,III,  VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
""" FARMACIA ORTEGA DE JILOTEPEC, S.A. DE C.V. """,FARMACIA,PLAZA MANUEL AVILA CAMACHO S/N,CABECERA MUNICIPAL,54240,JILOTEPEC,ESTADO DE MÉXICO,15045090007,18 DE ABRIL DE 2005,"GRUPO: I,II,III,  VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
"FARMACIA ALOPATICA  "" CORPUS CHRISTI """,FARMACIA,AV. GUERRERO NO. 132,CABECERA MUNICIPAL,54240,JILOTEPEC,ESTADO DE MÉXICO,15045090021,06 DE FEBRERO DE 2007,"GRUPO: I,II,III,  VACUNAS, TOXOIDES, 
HEMODERIVADOS"
"COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y 
DE PERFUMERIA",FARMACIA,ANDRES MOLINA ENRIQUEZ NO. 194,CENTRO,54240,JILOTEPEC,ESTADO DE MÉXICO,15045090026,12 DE OCTUBRE DE 2007,"GRUPO: I,II,III,  VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
"FARMACIA DISUR (FARMACIA INTRAHOSPITA. DEL HOSPITAL 
GENERAL JILOTEPEC)",FARMACIA,AV. REFORMA S/N,EL DENI,54240,JILOTEPEC,ESTADO DE MÉXICO,15045090027,09 DE ABRIL DE 2008,"GRUPO: I,II,III,  VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
"FARMACIA  ""MORELIA""",FARMACIA,AV. REFORMA PTE NO. 85,VISTA HERMOSA,54240,JILOTEPEC,ESTADO DE MÉXICO,15045090028,09 DE JUNIO DE 2008,"GRUPOS: II,III ,VACUNAS, TOXIOIDES, 
SUEROS, ANTITOXINAS Y HEMODERIVADOS"
"JILOMED CLINICA MEDICA ""FARMACIA""",FARMACIA,CAMINO A XHIXHATA,XHIXHATA,54240,JILOTEPEC,ESTADO DE MÉXICO,15045090029,18 DE MAYO DE 2010,"GRUPO: I,II,III,  VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA CORPUS CHRISTI,FARMACIA,CAMINO A XHIXHATA S/N,XHIXHATA,54240,JILOTEPEC,ESTADO DE MÉXICO,15045090030,6 de junio de 2012,"GRUPO: I,II,III,  VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
MATERNIDAD Y URGENCIAS  FARMACIA 24 HORAS,FARMACIA,REFORMA No. 250,EL DENI,54240,JILOTEPEC,ESTADO DE MÉXICO,15045090031,10 DE JULIO DE 2013,"GRUPO: I,II,III,  VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIAS DEL AHORRO,FARMACIA ALOPATICA,ABEL HUITRON Y AGUADO S/N,CENTRO,54240,JILOTEPEC,ESTADO DE MÉXICO,15045090032,16 DE MAYO DE 2014,"GRUPO: II,III,  VACUNAS, TOXOIDES, SUEROS 
DE ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA INTRAHOSPITALARIA,FARMACIA,AV. MARIANO ABASOLO NO. 10,CENTRO,54200,POLOTITLAN,ESTADO DE MÉXICO,1507109003,20 DE AGOSTO DE 2014,"GRUPO: I,II,III,  VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
SAN CHARBEL,FARMACIA,AV. MARIANO ABASOLO NO. 10,CENTRO,54200,POLOTITLAN,ESTADO DE MÉXICO,15071090040,20 DE AGOSTO DE 2014,"GRUPO: I,II,III,  VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA (INTERIOR DE C.E.A.P. S.),FARMACIA,CAMINO VIEJO A SN ANTONIO S/N,CENTRO,54200,POLOTITLAN,ESTADO DE MÉXICO,15071090002,19 DE DICIEMBRE DE 2008,"GRUPO: I,II,III,  VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA (INTERIOR C.E.A.P.S.),FARMACIA,EMILIANO ZAPATA NO. 36,CENTRO,54280,SOYANIQUILPAN,ESTADO DE MÉXICO,15079090003,18 DE DICIEMBRE DE 2016,"GRUPO: I,II,III,  VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
""" LA FE """,FARMACIA,PROL. VENUSTIANO CARRANZA # 10,CABECERA MUNICIPAL,50500,TIMILPAN,ESTADO DE MÉXICO,15102090002,22 DE ABRIL DE 2005,"GRUPOS:II,III  TOXOIDES"
FARMACIA DISUR CEAPS VILLA DEL CARBON,FARMACIA,AV. JUAREZ S/N,CABECERA MUNICIPAL,54300,VILLA DEL CARBON,ESTADO DE MÉXICO,1.15112E+11,27 DE OCTUBRE DE 2016,"GRUPO: I,II,III,  VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
"FARMACIA DE GENERICOS, SIMILARES , DE PATENTE ""SANTA 
ROSA""","FARMACIA SIN 
MINISUPER (CON VENTA 
DE MEDICAMENTOS 
CONTROLADOS, 
BIOLOGICOS Y 
HEMODERIVADOS)",SILVIANO ENRIQUEZ No. 14,CENTRO,54300,VILLA DEL CARBON,ESTADO DE MÉXICO,15112090008,29 DE MAYO DE 2013,"GRUPOS:II,III,  VACUNAS, TOXIODES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA DIMESA (HOSPITAL MUNICIPAL VILLA DEL CARBON,"FARMACIA SIN 
MINISUPER (CON VENTA 
DE MEDICAMENTOS 
CONTROLADOS, 
BIOLOGICOS Y 
HEMODERIVADOS)","CARRETERA VILLA DEL CARBON-
JILOTEPEC KM. 2.5",SAN JERONIMO ZACAPEXCO,54300,VILLA DEL CARBON,ESTADO DE MÉXICO,15112090009,19 DE NOVIEMBRE DE 2013,"GRUPO: I,II,III,  VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA MI BODEGA AURRERA  VILLA DEL CARBON,"FARMACIA CON 
MINISUPER (CON VENTA 
DE MEDICAMENTOS 
CONTROLADOS)","DOMINGO VAZQUEZ S/N,",CENTRO,54300,VILLA DEL CARBON,ESTADO DE MÉXICO,15112090010,06 DE  DICIEMBRE DE 2013,"GRUPO: I,II,III,  VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA CORPUS CHRISTI  SUCURSAL JILOTEPEC,"FARMACIA C/VTA DE 
CONTROLADOS",ABEL HUITRON Y AGUADO S/N,CENTRO,,JILOTEPEC,ESTADO DE MÉXICO,15 045 09 0007,03/06/15,"PSICOTROPICOS, VACUNAS, TOXOIDES,"
"BOTICA DISUR (INTRAHOSPITALARIA DEL CEAPS SAN ANDRES 
TIMILPAN)","FARMACIA C/VTA DE 
CONTROLADOS",VENUSTIANO CARRANZA S/N,CENTRO,,JILOTEPEC,ESTADO DE MÉXICO,15 102 10 0008,03/06/15,"(ESTUPEFACIENTES FRACCION I), 
(PSICOTRÓPICOS FRACCION  II, III), 
VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL 
HEMODERIVADOS"
JURISDICCIÓN 15 TENANGO DEL VALLE,,,,,,,,,
"BOTICA DEL HOSPITAL MILITAR DE ZONA DE SANTA MARIA 
RAYÓN, MÉX.",FARMACIA,"CARRETERA TOLUCA-TENANGO KM. 
19.5 S/N",RANCHO SANABRIA,,"RAYON, TENANGO DEL 
VALLE",ESTADO DE MEXICO,15 072 10 0029,06/06/16,"Estupefacientes Fracción I, Psicotropicos fraccion 
II y III, Toxoides, Vacunas; Hemoderivados, 
Sueros de Origen Animal."
FARMA,FARMACIA,BENITO JUAREZ No. 1,CENTRO,,"SANTIAGO 
TIANGUISTENCO",ESTADO DE MEXICO,15 101 09 0034,28/06/16,"Psicotrópicos Fracción II y III,"
100% FARMA,FARMACIA,AVENIDA INDEPENDENCIA SUR No. 107,CENTRO,,TENANGO DEL VALLE,ESTADO DE MEXICO,15 090 09 0040,26/08/16,"Psicotropicos fraccion II y III, Toxoides, Vacunas; 
Hemoderivados, Sueros de Origen Animal."
100%  FARMA,FARMACIA,AV. MORELOS No. 124,CENTRO,,"SAN FELIPE DEL 
PROGRESO, 
ATLACOMULCO",ESTADO DE MEXICO,15 074 09 0030,20/06/16,"Psicotropicos fraccion II y III, Toxoides, Vacunas; 
Hemoderivados, Sueros de Origen Animal."
FARMACIA VIVE,FARMACIA,AV. MARIO COLIN SANCHEZ No. 607- A,CUATRO MILPAS,,ATLACOMULCO,ESTADO DE MEXICO,15 106 09 0025,18/04/16,"Psicotropicos fraccion II y III, Toxoides, Vacunas; 
Hemoderivados, Sueros de Origen Animal."
"FARMACIA DEL AHORRO
SUC. TENANGO DEL VALLE",FARMACIA,"HIDALGO ESQ. BVLD. NARCISO 
BASSOLS",CENTRO,52300,TENANGO DEL VALLE,ESTADO DE MÉXICO,15 090 09 0002,04-ago-14,PSICOTROPICOS II Y III
FARMACIA (HOSPITAL XALATLACO),FARMACIA,CARR. XALATLACO EL AJUSCO,PARAJE EL CUANDRE,,XALATLACO,ESTADO DE MÉXICO,15 043 09 0003,07-ago-14,"(ESTUPEFACIENTES GRUPO I), 
(PSICOTRÓPICOS GRUPOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS, (I,II,III,V,T,S,A,H)"
"TIENDAS SORIANA S.A. DE C.V. (FARMACIA MERCADO SORIANA 
SANTIAGO TIANGUISTENCO)",FARMACIA,PROLONGACIÓN CUAUHTEMOC NO. 802,LA TEJA,,"SANTIAGO 
TIANGUISTENCO",ESTADO DE MÉXICO,15 101 09 0042,07-Sep-16,"(PSICOTRÓPICOS GRUPOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS, (I,II,III,V,T,S,A,H)"
"FARMACIA DIMESA -DENTRO DEL CEAPS ""SANTIAGO 
TIANGUISTENCO BICENTENARIO""",BOTICA,AV. PUEBLA S/N,CENTRO,,TEXCALYACAC,ESTADO DE MÉXICO,15 098 10 074,17-Oct-16,"(ESTUPEFACIENTES GRUPO I), 
(PSICOTRÓPICOS GRUPOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS, (I,II,III,V,T,S,A,H)"
"FARMACIA DIMESA -DENTRO DEL CEAPS ""TEXCALYACAC 
BICENTENARIO""",BOTICA,AV. DEL MAESTRO S/N,CENTRO,,"SANTIAGO 
TIANGUISTENCO",ESTADO DE MÉXICO,15 101 10 048,17-Oct-16,"(ESTUPEFACIENTES GRUPO I), 
(PSICOTRÓPICOS GRUPOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS, (I,II,III,V,T,S,A,H)"
JURISDICCIÓN 16 SAN MATEO ATENCO,,,,,,,,,
"HOSPITAL ANGELES DEL PEDREGAL, S.A. DE C.V.",FARMACIA INTRAHOSPIT,"VIALIDAD DE LA BARRANCA S/N, LOTE 
A1L2ARIA",PALMAS,,HUIXQUILUCAN,ESTADO DE MÉXICO,1503716002,,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARDAMEX S.A. DE C.V.,FARMACIA,"BOSQUES DE LAS MINAS No. 25 LOCAL 
4",BOSQUES DE LA HERRADURA,,HUIXQUILUCAN,ESTADO DE MÉXICO,15037090075,14-Sep-13,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
"COSTCO DE MEXICO, S.A. DE C.V.",FARMACIA,AV. MAGNOCENTRO No 4,LA HERRADURA,,HUIXQUILUCAN,ESTADO DE MÉXICO,1503716021,,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
"NUEVA WALT MART DE MEXICO, S DE RL, DE C.V.",FARMACIA,BOULV. PASEO INTERLOMAS No. 5,INTERLOMAS,,HUIXQUILUCAN,ESTADO DE MÉXICO,15037090072,23-ene-13,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
,,,,,,,,,
"FLORES Y REGALOS ANGELES, S.A. DE C.V.",FARMACIA,"VIALIDAD DE LA BARRANCA S/N,",VALLE DE LAS PALMAS,,HUIXQUILUCAN,ESTADO DE MÉXICO,15037160029,02-May-14,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
COMERCIAL MEXICANA S.A. DE C.V.,FARMACIA,AV. JESUS DEL MONTE No. 241,JESUS DEL MONTE,,HUIXQUILUCAN,ESTADO DE MÉXICO,15037090079,18-Feb-14,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMACIA TIENDA CHEDRAHUI S.A.,FARMACIA,AV. DE LOS BOSQUES No. 128,TECAMACHALCO,,HUIXQUILUCAN,ESTADO DE MÉXICO,15037090074,15-Feb-13,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMACIA DERMATOLOGICA S.A. DE C.V.,FARMACIA,AV. JESUS DEL MONTE No. 37 LOCAL 6,EXHACIENDA JESUS DEL MONTE,,HUIXQUILUCAN,ESTADO DE MÉXICO,15037160055,29-May-12,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMACIA DERMATOLOGICA S.A. DE C.V.,FARMACIA,PARQ. DE GRANADA No. 47 L-2,PARQUES DE LA HERRADURA,,HUIXQUILUCAN,ESTADO DE MÉXICO,15037090071,04-Feb-14,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
COMERCIALIZADORA FARMACEUTICA DE CHIAPAS,FARMACIA,NICOLAS BRABO No. 5,CENTRO,,HUIXQUILUCAN,ESTADO DE MÉXICO,15037090080,28-abr-14,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
DERCOLMEX S.A. DE C.V.,FARMACIA,AV. COATEPEC No. 520 INT. 17-24,SAN BARTOLOME COATEPEC,,HUIXQUILUCAN,ESTADO DE MÉXICO,15037110070,25-May-12,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMACIAS BENAVIDES S.A. DE C.V.,FARMACIA,AV. PALMA CRIOLLA No. 14,PALMAS ALTAS,,HUIXQUILUCAN,ESTADO DE MÉXICO,15037090076,26-Sep-13,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMACIAS BENAVIDES S.A. DE C.V.,FARMACIA,AV. CLUB DE GOLF LOMAS No. 203,LOMAS CONTRY,,HUIXQUILUCAN,ESTADO DE MÉXICO,15037090077,26-Sep-13,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
CLINICA OFTALMOLOGICA IXAYA,FARMACIA,AV. JESUS DEL MONTE,JESUS DEL MONTE,,HUIXQUILUCAN,ESTADO DE MÉXICO,1537090078,22-Nov-13,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,AV. TECAMACHALCO No. 69,EL OLIVO,,HUIXQUILUCAN,ESTADO DE MÉXICO,15037090081,23-Sep-14,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
ROSA ELVIRA ISLAS DIAZ,FARMACIA,CARRETERA MEXICO TOLUCA KM. 45.5,BENITO JUAREZ,,OCOYOACAC,ESTADO DE MÉXICO,15062160012,15-Feb-12,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
COMERCIALIZADORA AUTOSERVICIO LOS ENCINOS,FARMACIA,"CARR. FEDERAL LIBRE MEXICO-
TOLUCA INT 4C",LOS ENCINOS,,OCOYOACAC,ESTADO DE MÉXICO,1506216011,31-Oct-14,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
TIENDAS SORIANA S.A. DE C.V.,FARMACIA,AV. MARTIN CHIMALTECATL No. 67,BARRIO SANTA MARIA,,OCOYOACAC,ESTADO DE MÉXICO,15062090013,31-ago-12,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMACIA MI BIDEGA AURRERA,FARMACIA,AV. MARTIN CHIMALTECATL No. 51,BARRIO SANTA MARIA,,OCOYOACAC,ESTADO DE MÉXICO,15062090014,27-Sep-14,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
CLINICA DE ESPECIALIDADES MARIA ISABEL,FARMACIA,BENITO JUAREZ No. 8,VILLA CUAHUTEMOC,,OTZOLOTEPEC,ESTADO DE MÉXICO,1510067008,11-Jul-12,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
DALTEM PROVEC NACIONAL S.A. DE C.V.,FARMACIA,MARIANO MATAMOROS No 7-A,REFORMA,,SAN MATEO ATENCO,ESTADO DE MÉXICO,15076160021,,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
GARY AICE MEZA,FARMACIA,AV. JUAREZ No. 222,BARRIO SAN JUAN,,SAN MATEO ATENCO,ESTADO DE MÉXICO,15076160022,30-Oct-13,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
COMERCIALIZADORA FARMACEUTICA DE CHIAPAS,FARMACIA,AV. JUAREZ No. 112-B,BARRIO SAN MIGUEL,,SAN MATEO ATENCO,ESTADO DE MÉXICO,15076160023,22-ago-13,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
COMERCIALIZADORA FARMACEUTICA DE CHIAPAS,FARMACIA,PASEO TOLLOCAN ESQ. AV. JUAREZ,BARRIO DE LA CONCEPCION,,SAN MATEO ATENCO,ESTADO DE MÉXICO,15076160024,22-ago-13,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
DALTEM PROVEC NACIONAL S.A. DE C.V.,FARMACIA,BENITO JUAREZ S/N,LA JARDONA,,XONACATLAN,ESTADO DE MÉXICO,15115090017,23-May-12,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
SOLUGLOB IKON S.A. DE C.V.,FARMACIA,BENITO JUAREZ S/N,,,XONACATLAN,ESTADO DE MÉXICO,15115090018,22-ago-14,"ESTUPEFACIENTES, PSICOTROPICOS II y III,  
VACUNAS, TOXOIDES"
FARMACIAS DEL AHORRO (SUCURSAL XONACATLAN),FARMACIA,AV.  INDEPENDENCIA No. 14,"COL. CENTRO,",,XONACATLAN,ESTADO DE MEXICO.,15 115 09 0010,21-ago-15,"Estupefacientes Fracción I
Psicotrópicos Fracción II y III
Toxoides,Antitoxinas de Origen Animal, Vacunas, 
Hemoderivados, Sueros de Origen Animal"
"BOTICA DISUR (INTRAHOSP. DEL HOSP.  MPAL.  XONACATLAN  
“VICENTE GUERRERO BICENTENARIO”).",FARMACIA,AV. JUAREZ S/N,LA JARDONA,,XONACATLAN,ESTADO DE MEXICO.,15115100013,15/10/15,"Estupefacientes Fracción I
Psicotrópicos Fracción II y III
Toxoides,Antitoxinas de Origen Animal, Vacunas, 
Hemoderivados, Sueros de Origen Animal"
FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,CALLE 2 DE ABRIL No. 1327,SAN FRANCISCO,,SAN MATEO ATENCO,ESTADO DE MEXICO,15 076 09 0020,04/03/16,"Psicotrópicos Fracción II y III,"
FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,PROLONGACION REFORMA SUR No.301,MOLINO ARRIBA,,TEMOAYA,ESTADO DE MEXICO,15 087 09 033,28/06/16,"Psicotrópicos Fracción II y III,"
LIFELIGHT MED S.A. DE C.V.,FARMACIA,AV. JESÚS DEL MONTE NO. 35 LOCAL 41,JESÚS DEL MONTE,,HUIXQUILUCAN,ESTADO DE MÉXICO,15 037 09 0041,06/09/16,"Psicotrópicos Fracción II y III,"
FARMACIA SIMIMEX,FARMACIA,CERRADA MONTEBELLO NO. 6 LOCAL1,PALO SOLO,,HUIXQUILUCAN,ESTADO DE MÉXICO,15 037 09 0043,07/09/16,"Estupefacientes Fracción I
Psicotrópicos Fracción II y III
Toxoides,Antitoxinas de Origen Animal, Vacunas, 
Hemoderivados, Sueros de Origen Animal"
,,,,,,,,,
FARMACIA INTRAHOSPITALARIA,FARMACIA,"FELIX DIAZ MZA. 606, LTE. 52",JESUS ROMERO FLORES,55740,TECAMAC,ESTADO DE MÉXICO,15-081-.09-047,30-abr-13,"GPOS. II, III  VACUNAS, TOXOIDES, SUEROS Y 
HEMODERIVADOS"
"FARMACIAS GUADALAJARA, S.A. DE C.V.",FARMACIA,"AV. AZTECAS, MZA-8, LTE.-12",EL DORADO,54680,HUEHUETOCA,ESTADO DE MÉXICO,1503509013,09-Jul-12,"MEDICAMENTOS CONTROLADOS GPOS: II, III"
"FARMACIAS GUADALAJARA, S.A. DE C.V.",FARMACIA,"AV. AZTECAS, MZA-8, LTE.-12",EL DORADO,54680,HUEHUETOCA,ESTADO DE MEXICO,1503509013,09-Sep-12,"MEDICAMENTOS CONTROLADOS GPOS: II, III"
FARMACIA GUADALAJARA S.A DE C.V,FARMACIA,"CARRETERA ZUMPANGO-LOS REYES 
ACOZAC #200",BUENAVISTA,55600,ZUMPANGO,ESTADO DE MÉXICO,15 120 09 0040,16-Nov-16,"Estupefacientes Fracción I, Psicotrópicos 
Fracción II y III, Toxoides, Antitoxinas de Origen 
Animal, Vacunas, Hemoderivados, Sueros de 
Origen Animal"
,,,,,,,,,
FARMACIA DIMESA HOSPITAL DR. GUSTAVO BAZ PRADA,FARMACIA,"KM. 34.5 CARRETERA FEDERAL A 
PIRAMIDES,",TEPEXPAN,55870,ACOLMAN,ESTADO DE MÉXICO,15 002 09 0039,01-abr-09,"PSICOTROPICOS GRUPO I, II, III, VACUNAS, 
TOXOIDES, HEMODERIVADOS, SUEROS DE 
ORIGEN ANIMAL"
FARMACIA,FARMACIA,"AV. OTOÑO LOTE 110-A,",LAS BRISAS,55870,ACOLMAN,ESTADO DE MÉXICO,15 002 09 0036,19-Nov-09,"PSICOTROPICOS GRUPO II, III"
FARMACIA LOS ANGELES,FARMACIA,"EMILIANO ZAPATA NO. 25,",LOS ANGELES TOTOLCINGO,55870,ACOLMAN,ESTADO DE MÉXICO,15 002 09 0043,17-abr-12,"ESTUPEFACIENTES, PSICOTROPICOS 
GRUPO II, III, VACUNAS, TOXOIDES"
FARMACIA,FARMACIA,"16 DE SEPTIEMBRE S/N,",TEPEXPAN,55870,ACOLMAN,ESTADO DE MÉXICO,15 002 09 0024,07-Nov-02,"PSICOTROPICOS GRUPO II,III, VACUNAS, 
TOXOIDES, HEMODERIVADOS"
