ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA, 
DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO 
POSTAL",MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), (PSICOTRÓPICOS  II, 
III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS)"
FARMACIA SAN JORGE XI.,FARMACIA,"ALVARO OBREGON #402 ESQ. 
TORRES.",FUNDO LEGAL.,84030,NOGALES,SONORA,26-043-09-0159,26-sep.-14,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
BOTICA SAN PEDRO.,FARMACIA,CALLE OCHOA NO. 87.,CENTRO.,84000,NOGALES,SONORA,26-043-09-0043,21-jul.-03,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL."
FARMACIA SERVI-MED.,FARMACIA,MACLOVIO HERRERA NO. 1070-E.,BOLIVAR.,84060,NOGALES,SONORA,26-043-09-0017,21-jul.-02,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA SUR.,FARMACIA,"OBREGON #1015 E/PLUTARCO ELIAS 
CALLES Y 27 DE AGOSTO.",OBRERA.,84048,NOGALES,SONORA,26-043-09-0148,20-feb.-13,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
SONORA DESERT`S PHARMACY.,FARMACIA,"CAMPILLO #28 E/AVE. LOPEZ 
MATEOS Y RUIZ CORTINEZ.",FUNDO LEGAL.,84030,NOGALES,SONORA,26-043-09-0161,10-mar.-15,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA SANTAFE SUC. RUIZ 
COORTINEZ.",FARMACIA,"AVE. JESUS GARCIA #49 E/ORIZABA 
Y NACORI, INTERIOR TIENDA.",EMPALME NOGALES-,84074,NOGALES,SONORA,26-043-09-0160,10-nov.-14,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA SAMS CLUB DE 
NOGALES.",FARMACIA,"BLVD. LUIS D. COLOSIO #2770 E/EL 
GRECO Y ALVARO OBREGON.",UNIDAD DEPORTIVA.,84068,NOGALES,SONORA,26-043-09-0151,15-abr.-13,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA SORIANA.,FARMACIA,"BLVD. LUIS DONALDO COLOSIO M. 
#2700.",UNIDAD DEPORTIVA.,84065,NOGALES,SONORA,26-043-09-0056,23-jul.-04,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA SILVA.,FARMACIA,"PESQUEIRA #3 E/CAMPILLO E 
INTERNACIONAL.",CENTRO.,84000,NOGALES,SONORA,26-043-09-137,16-ene.-12,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA SAN JORGE.,FARMACIA,"INGENIEROS #152 E/DIAZ Y ALVARO 
OBREGON.",FUNDO LEGAL.,84030,NOGALES,SONORA,26-043-09-0080,14-may.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA SAN JUDAS.,FARMACIA,"AVE. LOPEZ MATEOS #188 
E/AGUIRRE
 Y PIERSON.",FUNDO LEGAL.,84030,NOGALES,SONORA,26-043-09-0111,13-nov.-08,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES."
FARMACIA SAN JOSE.,FARMACIA,IGNACIO RAMIREZ #96.,MODERNA.,84055,NOGALES,SONORA,26-043-09-0038,10-abr.-03,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS 
DE ORIGEN ANIMAL."
"FARMACIA 
SAN FRANCISCO.",FARMACIA,PESQUEIRA #5.,CENTRO.,84000,NOGALES,SONORA,26-043-09-0012,22-jun.-02,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA SELENE.,FARMACIA,"AVE. ALVARO OBREGON #113 INT. 
117.",CENTRO.,84000,NOGALES,SONORA,26-043-09-0094,07-sep.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, HEMODERIVADOS."
SUPER FARMACIA LOURDES.,FARMACIA,AVE. ALVARO OBREGON #812.,FUNDO LEGAL.,84030,NOGALES,SONORA,26-043-09-0005,12-dic.-01,"ESTUPEFACIENTES (GRUPO I),  PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL."
"UNIDAD DE 
DESINTOXICACION 
DE NOGALES (UNDEX).",BOTICA,"ALEJANDRO SILVA HURTADO #850 
E/5 DE FEBRERO Y PUERTO RICO.",FUNDO LEGAL.,84030,NOGALES,SONORA,26-043-10-0013,12-jun.-12,PSICOTRÒPICOS (GRUPO II Y III).
FARMACIA DE UNEME-EC.,FARMACIA,"ZEUS S/N E/AVE. TECNOLOGICO Y 
BLVD. EL GRECO.",EL GRECO.,84066,NOGALES,SONORA,26-043-09-0162,06-abr.-15,PSICOTRÒPICOS (GRUPO II Y III).
"FARMACIA WAL MART 
SUPERCENTER 
NOGALES.",FARMACIA,"BLVD. EL GRECO #47 E/BLVD. LUIS D. 
COLOSIO Y ARCADIA.",EL GRECO.,84066,NOGALES,SONORA,26-043-09-0079,28-jul.-06,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
RED DE FARMACIAS Y. MD.,FARMACIA,NEVADO DE COLIMA #286 LOCAL 5.,BUENOS AIRES.,84010,NOGALES,SONORA,26-043-09-0058,27-jul.-04,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
RED DE FARMACIAS Y MD.,FARMACIA,AVE. OBREGON NO. 1108 LOCAL A.,CENTRO.,84000,NOGALES,SONORA,26-043-09-0052,17-jun.-04,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
BOTICA Y MD.,FARMACIA,PESQUEIRA NO. 50.,CENTRO.,84000,NOGALES,SONORA,26-043-09-0018,01-ago.-02,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
RED DE FARMACIAS Y. MD.,FARMACIA,AVE. OBREGON #691 LOCAL 1.,FUNDO LEGAL.,84030,NOGALES,SONORA,26-043-09-0059,31-ago.-04,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
RED DE FARMACIAS Y. MD.,FARMACIA,BLVD. ENSUEÑO #27-6.,LOMAS DE FATIMA.,84020,NOGALES,SONORA,26-043-09-0070,10-ene.-05,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA Y MD.,FARMACIA,JUAREZ Y CAMPILLO NO. 45.,CENTRO.,84000,NOGALES,SONORA,26-043-09-0036,23-ene.-03,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA DEL NORTE,FARMACIA,"ALVARO OBREGON #668 E/LATINOS Y 
VICTOR HUGO",FUNDO LEGAL.,84030,NOGALES,SONORA,26-043-09-0170,12-sep.-16,"PSICOTRÓPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA LIBERTAD.,FARMACIA,"CALLE 3 E/AVE. J Y K, COL. CENTRO.",PUERTO LIBERTAD.,83970,PITIQUITO,SONORA,26-047-09-0002,27-jun.-06,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL."
FARMACIA ASTAIRE.,FARMACIA,PASEO DE LAS GLORIAS NO. 2.,CENTRO LA MARINA.,83550,PUERTO PEÑASCO,SONORA,26-048-09-0011,24-oct.-03,PSICOTRÒPICOS (GRUPO II).
FARMACIA SAN ANDRES.,FARMACIA,"CONSTITUCION E/ELIAS CALLES 14 Y 
15.",CENTRO.,83550,PUERTO PEÑASCO,SONORA,26-048-09-0022,17-ago.-07,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, HEMODERIVADOS."
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA, 
DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO 
POSTAL",MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), (PSICOTRÓPICOS  II, 
III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS)"
FARMACIA ALOPATICA ALEX.,FARMACIA,RIO SUCHIATE S/N Y MARCELO PINO.,BRISAS DE GOLFO.,83553,PUERTO PEÑASCO,SONORA,26-048-09-0019,15-may.-07,"VACUNAS, TOXOIDES."
"FARMACIA BODEGA AURRERA 
PUERTO PEÑASCO.",FARMACIA,"BLVD. BENITO JUAREZ S/N E/JOSEFA 
O. DE DGUEZ. Y BLVD. FCO. 
HUIGERA.",BRISAS DE GOLFO.,83553,PUERTO PEÑASCO,SONORA,26-048-09-0034,10-nov.-11,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
PUERTO PEÑASCO.",FARMACIA,MELCHOR OCAMPO #142.,CENTRO.,83550,PUERTO PEÑASCO,SONORA,26-048-09-0040,17-jul.-13,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA CIRCULO A CENTRO.,FARMACIA,"BLVD. BENITO JUAREZ #86-B 
E/AQUILES SERDAN Y NICOLAS 
BRAVO.",CENTRO.,83550,PUERTO PEÑASCO,SONORA,26-048-09-0044,22-dic.-15,PSICOTRÒPICOS (GRUPO II Y III).
FARMACIA DE LA CRUZ.,FARMACIA,"BLVD. FREEMONT S/N E/CHIHUAHUA
 Y CHIAPAS.",BENITO JUAREZ.,83550,PUERTO PEÑASCO,SONORA,26-048-09-0030,11-mar.-10,"VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS."
FARMA FLASH.,FARMACIA,"J.O. DE DOMINGUEZ L-1 E/CJN. 
NICOLAS BRAVO Y MELCHOR 
OCAMPO.",CENTRO SUR.,83550,PUERTO PEÑASCO,SONORA,26-048-09-0043,22-dic.-15,PSICOTRÒPICOS (GRUPO II Y III).
"BOTICA DEL HOSPITAL GENERAL 
DE PUERTO PEÑASCO.",BOTICA,RIO SUCHIATE Y AVE. 38.,BRISAS DE GOLFO.,83553,PUERTO PEÑASCO,SONORA,26-048-10-005,12-jun.-07,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA HEGAR.,FARMACIA,"AVE. CAMPECHE Y BLVD. BENITO 
JUAREZ.",EL MIRADOR.,83550,PUERTO PEÑASCO,SONORA,26-048-09-0007,19-mar.-03,"VACUNAS, SUEROS DE ORIGEN ANIMAL."
"FARMACIA ISSSTESON PUERTO 
PEÑASCO.",BOTICA,SIMON  MORUA #55.,CENTRO.,83550,PUERTO PEÑASCO,SONORA,26-048-10-0001,10-sep.-02,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL."
BOTICA IMSS.,BOTICA,"JUAN DE LA BARRERA Y NICOLAS 
BRAVO.",CENTRO.,83550,PUERTO PEÑASCO,SONORA,26-048-10-0004,14-may.-07,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS."
"BOTICA SANATORIO NAVAL 
PEÑASCO.",BOTICA,"LUIS ENCINAS S/N E/BLVD. BENITO 
JUAREZ Y PROL. VENUSTIANO.",CENTRO.,83550,PUERTO PEÑASCO,SONORA,26-048-10-0002,13-dic.-06,"ESTUPEFACIENTES (GRUPO I ), PSICOTRÒPICOS (GRUPO II Y III), SUEROS DE ORIGEN 
ANIMAL."
REX FARMACIA,FARMACIA,"JUAN DE LA BARRERA S/N 
E/MELCHOR 
OCAMPO Y
 NICOLAS BRAVO.",CENTRO.,83550,PUERTO PEÑASCO,SONORA,26-048-09-0026,23-abr.-09,"VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS."
"FARMACIA SAMS PUERTO 
PEÑASCO.",FARMACIA,"BENITO JUAREZ S/N E/JOSEFA ORTIZ 
Y BLVD. 372 FCO. HIGUIERA P.",BRISAS DE GOLFO.,83153,PUERTO PEÑASCO,SONORA,26-048-09-0037,15-oct.-12,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA CIRCULO A.,FARMACIA,"BLVD. BENITO JUAREZ NUM. 86-B 
ENTRE AQUILES SERDAN Y N BRAVO",CENTRO,83550,PUERTO PEÑASCO,SONORA,26-048-09-0044,22-dic.-15,PSICOTROPICO (GRUPO IIY III)
"BOTICA DE LA UNIDAD DE 
MEDICINA FAMILIAR MR1.",BOTICA,"BLVD. KINO Y 
PROLONGACION 
E/CONSTITUCION 
Y BLVD. BENITO JUAREZ.",CENTRO.,83550,PUERTO PEÑASCO,SONORA,26-048-10-0003,13-feb.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"UNIDAD DE MEDICINA FARMILAR 
NO. 9.",BOTICA,RIO SUCHIATE Y MARCELO PINO.,"FRACC. BRISAS DEL 
GOLFO.",83153,PUERTO PEÑASCO,SONORA,26-048-10-0007,17-jul.-09,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
BOTICA LA PERLA.,FARMACIA,CALLE JUAREZ NO. 6 NORTE.,CENTRO.,85600,SAHUARIPA,SONORA,26-052-09-0001,06-may.-03,"PSICOTRÒPICOS (GRUPO II Y III), TOXOIDES."
"BOTICA DE LA UNIDAD DE 
MEDICINA FAMILIAR 46.",BOTICA,JUAREZ Y ALDAMA S/N.,CENTRO.,85600,SAHUARIPA,SONORA,26-052-10-0001,23-ene.-03,PSICOTRÒPICOS (GRUPO II Y III).
"FARMACIA SANTAFE SUC. IGNACIO 
RIO MUERTO.",FARMACIA,"CALLE 600 S/N ESQ. GENERAL 
AMARILLAS.",CENTRO.,85515,SAN IGNACIO RIO MUERTO,SONORA,26-072-09-0004,25-abr.-13,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA AGUA CLARA.,FARMACIA,AVE. ZARAGOZA Y 13 #1301-1.,RESIDENCIAS.,83448,SAN LUIS RIO COLORADO,SONORA,26-055-09-0037,11-nov.-05,"PSICTORÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES."
"FARMACIAS BENAVIDES SUC. 
PLAZA 26.",FARMACIA,"CALLEJON COLIMA #2509 
E/QUINTANA ROO
 Y OAXACA.",JALISCO.,83447,SAN LUIS RIO COLORADO,SONORA,26-055-09-0083,24-nov.-14,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA B MART.,FARMACIA,AVE. MADERO Y CALLE 3RA. #210.,COMERCIAL.,83449,SAN LUIS RIO COLORADO,SONORA,26-055-09-0058,14-oct.-09,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES."
"FARMACIA BODEGA AURRERA SAN 
LUIS RIO 
COLORADO.",FARMACIA,"AVE. OBREGON NO. 1500 E/QUINCE Y 
DIECISEIS.",RESIDENCIAS.,83448,SAN LUIS RIO COLORADO,SONORA,26-055-09-0057,05-mar.-09,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL."
"FARMACIAS BENAVIDES SUC. SAN 
LUIS RIO 
COLORADO.",FARMACIA,"CALLE SEGUNDA S/N E/CJON. 
MADERO Y SEGUNDA.",CENTRO.,83400,SAN LUIS RIO COLORADO,SONORA,26-055-09-0051,09-oct.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA, 
DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO 
POSTAL",MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), (PSICOTRÓPICOS  II, 
III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS)"
"FARMACIA CENTRO MEDICO DEL 
NOROESTE.",FARMACIA,AVE. KINO Y 12 #1203.,RESIDENCIAS.,83448,SAN LUIS RIO COLORADO,SONORA,26-055-09-0053,03-mar.-11,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, HEMODERIVADOS."
"CLINICA INTEGRAL DE 
TRATAMIENTO CONTRA LAS 
ADICIONES 
S.A. DE C.V.",DROGUERIA,AV. HIDALGO 6 Y 7 NO. 604.,COMERCIAL.,83449,SAN LUIS RIO COLORADO,SONORA,26-055-11-0001,21-feb.-01,"SUMINISTRO DE METADONA A PACIENTES CON ADICCION A ÒPIACEOS, BAJO SUPERVISION 
MEDICA."
"FARMACIA CENTRO DE SALUD 
URBANO  SAN LUIS RIO 
COLORADO.",BOTICA,AVE. GUERRERO Y 32.,CAMPESTRE.,83499,SAN LUIS RIO COLORADO,SONORA,26-055-10-0011,23-sep.-13,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL."
FARMACIA DEL MAR.,FARMACIA,"AVE. LUIS ENCINAS #58, COL. 
CENTRO.","GOLFO DE SANTA 
CLARA.",83540,SAN LUIS RIO COLORADO,SONORA,26-055-09-0066,24-may.-11,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA DE LA LUZ.,FARMACIA,AVE. KINO Y 12 #1201.,RESIDENCIAS.,83448,SAN LUIS RIO COLORADO,SONORA,26-055-09-0062,03-mar.-11,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA ELVI`S PHARMACY.,FARMACIA,GUERRERO B #4204.,PROGRESO.,83458,SAN LUIS RIO COLORADO,SONORA,26-055-09-0075,21-jun.-13,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA FARMA OFERTAS.,FARMACIA,"AVE. MIGUEL HIDALGO Y COSTILLA 
#2600.",BUROCRATA.,83450,SAN LUIS RIO COLORADO,SONORA,26-055-09-0091,11-sep.-15,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA FARMACON 26 Y KINO.,FARMACIA,"CALLE 26 #2600-A E/
HIDALGO Y 
EUSEBIO KINO.",BUROCRATA.,83450,SAN LUIS RIO COLORADO,SONORA,26-055-09-0085,22-ene.-15,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA FARMACON 12 Y 
LIBERTAD.",FARMACIA,"CALLE 12 Y LIBERTAD #1201 
E/LIBERTAD 
Y GUERRERO.",JALISCO.,83447,SAN LUIS RIO COLORADO,SONORA,26-055-09-0084,25-nov.-14,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA FARMACON SAN LUIS.,FARMACIA,"AVE. REVOLUCION #117 E/SEGUNDA 
Y 
CUAUHTEMOC.",CUAUHTEMOC.,83400,SAN LUIS RIO COLORADO,SONORA,26-055-09-0078,23-jul.-14,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA FARMA+TODO.,FARMACIA,MORELOS #62.,CUAUHTEMOC.,83400,SAN LUIS RIO COLORADO,SONORA,26-055-09-0086,27-ene.-15,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"BOTICA IMSS HOSP. GRAL. S.Z. I 12 
C/MF.",BOTICA,"CALZADA 
CONSTITUCION Y 
BENJAMIN HILL.",RUIZ CORTINEZ.,83439,SAN LUIS RIO COLORADO,SONORA,26-055-10-0001,09-nov.-01,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), SUEROS DE ORIGEN 
ANIMAL."
"FARMACIA INTERNA CLINICA DEL 
DESIERTO.",FARMACIA,"CALLEJON IGNACIO ZARAGOZA S/N 
E/CALLE ONCE Y DOCE.",COMERCIAL.,83449,SAN LUIS RIO COLORADO,SONORA,26-055-09-0090,11-sep.-15,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA I.S.S.S.T.E.,BOTICA,AVE. LIBERTAD Y CALLE TERCERA.,SONORA.,83440,SAN LUIS RIO COLORADO,SONORA,26-055-10-0010,24-ago.-11,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA 
I.S.S.S.T.E.SON.",BOTICA,AVE. MADERO #714 E/CALLE 7 Y 8.,COMERCIAL.,83449,SAN LUIS RIO COLORADO,SONORA,26-055-10-0008,10-jul.-09,PSICOTRÒPICOS (GRUPO II Y III).
FARMACIA JAFET.,FARMACIA,AV. PLUTARCO ELIAS CALLES S/N.,CENTRO.,83540,SAN LUIS RIO COLORADO,SONORA,26-055-09-0060,23-dic.-09,PSICOTRÒPICOS (GRUPO II Y III).
FARMACIA JUAN DE DIOS.,FARMACIA,"AVE. 5 DE MAYO Y CALLEJON 
SONORA S/N.",LUIS B. SANCHEZ.,83500,SAN LUIS RIO COLORADO,SONORA,26-055-09-0033,17-nov.-04,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
BOTICA KENT LIBERTAD.,FARMACIA,AVE. LIBERTAD #1501 E/15 Y 16.,JALISCO.,83447,SAN LUIS RIO COLORADO,SONORA,26-055-09-0029,27-sep.-04,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES."
BOTICA KENT TLAXCALA.,FARMACIA,"CALLE SEPTIMA Y CJON. TLAXCALA 
#608.",SONORA.,83440,SAN LUIS RIO COLORADO,SONORA,26-055-09-0034,18-nov.-04,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL."
BOTICA KENT SUC. ZARAGOZA.,FARMACIA,"AVE. IGNACIO ZARAGOZA Y CALLE 
SEXTA.",COMERCIAL.,83449,SAN LUIS RIO COLORADO,SONORA,26-055-09-0015,19-feb.-02,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS 
DE ORIGEN ANIMAL."
