ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
HOSPITAL INTEGRAL XICOTEPEC,FARMACIA,"FRANCISCO JAVIER MINA N° 
303",LA RIVERA,73080,Xicotepec de Juarez,PUEBLA,1011972229,16/02/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
HOSPITAL INTEGRAL DE TETELA DE OCAMPO,FARMACIA,"CARRETERA TETELA-
CHIGNAHUAPAN S/N",BARRIO DE ZOYATITLA,73640,Tetela de Ocampo,PUEBLA,1021722230,16/02/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
HOSPITAL INTEGRAL DE ZACAPALA,FARMACIA,TENOCHTITLAN ORIENTE S/N,CENTRO,74680,Zacapala,PUEBLA,1092062231,16/02/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
FARMACIA DEL HOSPITAL INTEGRAL DE ZAPOTITLAN,FARMACIA,CARRETERA IXTEPEC N° 627,PREDIO AHUACATLÁ´N,73440,Zapotitlán de Méndez,PUEBLA,1032102232,16/02/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
FARMACIA DEL HOSPITAL INTEGRAL DE AHUACATLAN,FARMACIA,AV. INDEPENDENCIA N° 67,CENTRO,73330,Ahuacatlán,PUEBLA,1020062233,16/02/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
FARMACIAS DEL AHORRO,FARMACIA,PORTAL MUJICA N° 2,CENTRO,74949,Acatlán,PUEBLA,1080032234,17/02/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
FARMACIAS DEL AHORRO,FARMACIA,5 PONIENTE N° 101,CENTRO,74200,Atlixco,PUEBLA,1050202235,17/02/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
"FARMACIA ALEXANDER FLEMING SUC. SAN MARTIN 
TEXMELUCAN",FARMACIA,"AVENIDA LIBERTAD SUR N° 
105",CENTRO,74000,San Martín Texmelucan,PUEBLA,1051332236,17/02/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
HOSPITAL INTEGRAL ACAJETE-TEPETZALA,FARMACIA,"CARRETERA AMOZOC-
ORIENTAL KM. 12.5 S/N",CENTRO,75110,Acajete,PUEBLA,1090012237,26/02/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
"CENTRAL DE MEDICOS SAN GABRIEL, S.A. DE C.V.",FARMACIA,4 PONIENTE N° 503,CENTRO,72760,San Pedro Cholula,PUEBLA,1051412238,26/02/2015,GRUPO II Y III
FARMACIA SAN ANGEL,FARMACIA,"ADOLFO LOPEZ MATEOS N° 
63",DEL EMPLEADO,74430,"Izúcar de
Matamoros",PUEBLA,1070872239,26/02/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
FARMACIA SAN T ANTONI,FARMACIA,16 DE SEPTIEMBRE N° 904,CHIPILO,74325,San Gregorio Atzompa,PUEBLA,1051262240,03/03/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
FARMACIA CLÍNICA MÉDICA MONTERROSA,FARMACIA,2 ORIENTE N° 224,CENTRO,75150,Acatzingo,PUEBLA,1090042241,04/03/2015,GRUPO II Y III
CLÍNICA SANTA ELENA,FARMACIA,16 DE SEPTIEMBRE N° 2005,BARRIO TETELA,75150,Acatzingo,PUEBLA,1090042242,04/03/2015,GRUPO II Y III
FARMACIA MI SALUD,FARMACIA,ANAHUAC N° 140,LOMAS DE SAN MIGUEL,72560,Puebla,PUEBLA,1061142243,04/03/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
"CLÍNICA SAN PEDRO DE PUEBLA, S.C.P.",FARMACIA,"DIAGONAL DEFENSORES DE 
LA REPÚBLICA N° 201",AMOR,72140,Puebla,PUEBLA,1061142245,04/03/2015,GRUPO II Y III
FARMACIA BODEGA AURRERA OUTLET,FARMACIA,AV. ESTACIÓN CENTRAL N° 24,SAN FRANCISCO OCOTLÁN,72680,Coronango,PUEBLA,1050362246,04/03/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
SANATORIO ANGELES DE TEHUACÁN,FARMACIA,2 SUR N° 721,MORELOS,75770,Tehuacán,PUEBLA,1101562247,17/07/2017,"GRUPO I, II Y III"
FARMACIA MATERNIDAD RAMOS,FARMACIA,28 PONIENTE N° 5305,AQUILES SERDAN,72140,Puebla,PUEBLA,1061142248,05/03/2015,GRUPO II Y III
FARMACIA SANATORIO SANTA MARÍA,FARMACIA,9 PONIENTE N° 111-B,CENTRO,72760,San Pedro Cholula,PUEBLA,1051412249,17/03/2015,GRUPO II Y III
FARMACIAS DEL AHORRO,FARMACIA,PASAJE JUÁREZ N° 1 LOCAL 6,CENTRO,73160,Huauchinango,PUEBLA,1010732250,19/03/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
SANATORIO GUADALUPE DE TECAMACHALCO,FARMACIA,2 SUR N° 1302,SAN NICÓLAS,75480,Tecamachalco,PUEBLA,1091542251,19/03/2015,GRUPO II Y III
CLÍNICA ÁNGELES DE PUEBLA,FARMACIA,PRIVADA 5-A SUR N° 4702,HUEXOTITLA,72534,Puebla,PUEBLA,1061142252,26/03/2015,GRUPO II Y III
"INTERCONTINENTAL DE MEDICAMENTOS, S.A. DE C.V. 
FARMACIA PARA EL HOSPITAL PARA EL NIÑO POBLANO",FARMACIA,"BLVD. DEL NIÑO POBLANO N° 
5307-B",CONCEPCIÓN LA CRUZ,72197,San Andres Cholula,PUEBLA,1051202253,31/03/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
CLINICA LIBERT,FARMACIA,LIBERTAD NORTE N° 311,CENTRO,74000,San Martín Texmelucan,PUEBLA,1051332254,31/03/2015,GRUPO II Y III
CENTRO MÉDICO 24 HORAS,FARMACIA,"PROLONGACIÓN 
BUGAMBILIAS (2 SUR)  N° 
6542",GRANJAS LAGULENA,72580,Puebla,PUEBLA,1061142255,31/03/2015,GRUPO II Y III
CLÍNICA MÉDICO QUIRÚRGICA SANTA CLARA,FARMACIA,8 PONIENTE N° 104,CENTRO,74200,Atlixco,PUEBLA,1050202256,08/04/2015,GRUPO II Y III
CLÍNICA RUÍZ,FARMACIA,AVENIDA TABASCO N° 25,CENTRO,75680,Tlacotepec de Benito Juárez,PUEBLA,1101772257,08/04/2015,GRUPO II Y III
FARMACIA HIDALGO,FARMACIA,AV. HIDALGO N° 145,CENTRO,73080,Xicotepec de Juarez,PUEBLA,1011972258,08/04/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
"CENTRO DE SALUD CON SERVICIOS AMPLIADOS (CESSA) DE 
TOCHTEPEC",FARMACIA,"PROLONGACIÓN DE LA 2 
PONIENTE N° 1501",SAN LORENZO TOCHTEPEC,75610,Tochtepec,PUEBLA,1091892259,09/04/2015,GRUPO II Y III
"CENTRO DE SALUD CON SERVICIOS AMPLIADOS (CESSA) 
AMOZOC",FARMACIA,"CARRETERA FEDERAL PUEBLA-
TEHUACAN KM. 19.1   N° 
3244",TEPALCAYUCA O EL CARMEN,72980,Amozoc,PUEBLA,1090152261,16/04/2015,GRUPO II Y III
FARMACIA PARA EL NIÑO POBLANO,FARMACIA,"BOULEVARD PARA EL NIÑO 
POBLANO N° 5307",CONCEPCIÓN LA CRUZ,72197,San Andrés Cholula,PUEBLA,1051202262,21/04/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
PRODÉRMICA,FARMACIA,"CALZADA ADOLFO LÓPEZ 
MATEOS  N° 3800 LOCAL 45",SAN LORENZO TEOTIPILCO,75855,Tehuacán,PUEBLA,1101562263,30/04/2015,GRUPO II
"FARMACIA SAN FRANCISCO DE ASIS,S.A.DE CV",FARMACIA,AV. HIDALGO N° 113,CENTRO,75200,Tepeaca,PUEBLA,1091642264,04/05/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
"CENTRO DE SALUD CON SERVICIOS AMPLIADOS (CESSA) 
TEZIUTLÁN",FARMACIA,AV. HIDALGO N° 1319,CENTRO,73800,Teziutlán,PUEBLA,1031742265,04/05/2015,GRUPO II
CLÍNICA SAN FERNANDO,FARMACIA,"HÉROES DE LA 
INDEPENDENCIA N° 525",GUADALUPE HIDALGO,75760,Tehuacán,PUEBLA,1101562266,13/05/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
CLÍNICA JESÚS DOCTOR,FARMACIA,GALEANA N° 1,REFORMA,73200,Juan Galindo,PUEBLA,1010932267,13/05/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
"CENTRO DE SALUD CON SERVICIOS AMPLIADOS DE SAN 
FELIPE HUEYOTLIPAN",FARMACIA,PEDRERA N° 2929,JORGE MURAD MACLUF,72030,Puebla,PUEBLA,1061142268,13/05/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
NEUROFARMA FARMACIAS,FARMACIA,"PRIVADA 9-B SUR N° 5101 
P.B.",PRADOS AGUA AZUL,72430,Puebla,PUEBLA,1061142269,18/05/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
"HOSPITAL SINERGIA, S. DE R.L. DE C.V.",FARMACIA,7 NORTE N° 1406,CENTRO,72000,Puebla,PUEBLA,1061142270,25/05/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
"CENTRO DE SALUD CON SERVICIOS AMPLIADOS EN LA 
JUNTA AUXILIAR IGNACIO ROMERO VARGAS",FARMACIA,"CARRETERA FEDERAL MÉXICO-
PUEBLA N° 7545",SANTA CRUZ GUADALUPE,72729,Puebla,PUEBLA,1061142271,25/05/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,AV. ESTACIÓN CENTRAL N° 54,MISIONES DE SAN FRANCISCO,72680,Coronango,PUEBLA,1050362272,27/05/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"CAPITÁN CARLOS CAMACHO 
ESPIRITÚ N° 616",BARRIO SAN JUAN,72590,Puebla,PUEBLA,1061142273,27/05/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
UNIDAD HOSPITALARIA SAN NICOLÁS DE BARI,FARMACIA,5 ORIENTE N° 206,CENTRO,72980,Amozoc,PUEBLA,1090152274,27/05/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
"CLÍNICA DE ESPECIALIDADES MONTE SINAI, S.A. DE C.V.",FARMACIA,BENITO JUÁREZ N° 49,CENTRO,73170,Huauchinango,PUEBLA,1010732275,27/05/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
CLÍNICA INDEPENDENCIA,FARMACIA,AV. INDEPENDENCIA N° 1306,ÁLVARO OBREGÓN,74260,Atlixco,PUEBLA,1050202276,27/05/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
CLÍNICA GUADALUPE,FARMACIA,VICTORIA N° 369,TERCER BARRIO,74160,Huejotzingo,PUEBLA,1050772277,27/05/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
HOSPITAL INTEGRAL ZACAPOAXTLA,FARMACIA,"ERNESTO MACOTELA RUIZ N° 
6",XALACAPAN,73680,Zacapoaxtla,PUEBLA,1032072278,17/07/2017,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
FARMACIA JUAN PABLO II,FARMACIA,PRIV. JUAN PABLO II N° 334-A,CENTRO,74155,Chiautzingo,PUEBLA,1050502279,01/06/2015,GRUPO II Y III
"CENTRO DE SALUD CON SERVICIOS AMPLIADOS (CESSA) SAN 
FRANCISCO TOTIMEHUACAN",FARMACIA,"BOULEVARD CAPITÁN 
CARLOS CAMACHO ESPIRÍTU 
KM. 10 S/N",BARRIO LA ASUNCIÓN,72960,San Francisco Totimehuacan,PUEBLA,1061142280,02/06/2015,GRUPO II
"CLÍNICA MÉDICA DE URGENCIAS Y ESPECIALIDADES SANTA 
LUCÍA",FARMACIA,AVENIDA NACIONAL N° 6339,LEOBARDO COCA,72450,Puebla,PUEBLA,1061142281,02/06/2015,"GRUPO I, II Y III"
CLÍNICA Y MATERNIDAD MARBEN,FARMACIA,MINA N° 5,CENTRO,73160,Huauchinango,PUEBLA,1010732282,10/06/2015,"GRUPO I, II Y III"
CLÍNICA SAN ANTONIO,FARMACIA,20 DE NOVIEMBRE N° 1510,REVOLUCIÓN,74270,Atlixco,PUEBLA,105022284,11/06/2015,"GRUPO I, II Y III"
CLÍNICA BELEN,FARMACIA,5 PONIENTE N° 913,CENTRO,72000,Puebla,PUEBLA,1061142286,16/06/2015,GRUPO II Y III
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"15 SUR N° 11502  EDIFICIO B,",SAN FRANCISCO MAYORAZGO,72480,Puebla,PUEBLA,1061142287,22/06/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
FARMACIA ISSSTEP 1,FARMACIA,"AV. VENUSTIANO CARRANZA 
N° 810, COL. SAN BALTAZAR 
CAMPECHE, PUEBLA, PUE.  
C.P. 72550",SAN BALTAZAR CAMPECHE,72550,Puebla,PUEBLA,1061142288,29/06/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
FARMACIA ISSSTEP 2,FARMACIA,"PRIVADA 3-A SUR N° 5750, 
COL. EL CERRITO,  PUEBLA, 
PUE. C.P. 72440",EL CERRITO,72440,Puebla,PUEBLA,1061142289,29/06/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
FARMACIA ISSSTEP 3,FARMACIA,24 NORTE N° 802,LOS REMEDIOS,72370,Puebla,PUEBLA,1061142290,29/06/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
FARMACIA ISSSTEP IZÚCAR DE MATAMOROS,FARMACIA,"CALLE PRIMAVERA S/N, 
BARRIO SANTA CATARINA, 
IZÚCAR DE MATAMOROS, 
PUE.",BARRIO SANTA CATARINA,,Izucar de Matamoros,PUEBLA,107087229,29/06/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
FARMACIA ISSSTEP CIUDAD SERDÁN,FARMACIA,3 PONIENTE N° 504,,,Ciudad Serdan,PUEBLA,1040472294,29/06/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
FARMACIA ISSSTEP TEHUACÁN,FARMACIA,5 PONIENTE N° 421-A,INSURGENTES,,Tehuacán,PUEBLA,1101562295,29/06/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
FARMACIA  ISSSTEP TEZIUTLÁN,FARMACIA,"MATAMOROS N° 1260,  
TEZIUTLÁN, PUE.",,,Teziutlán,PUEBLA,1031742296,29/06/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
FARMACIA ISSSTEP ZACATLÁN,FARMACIA,"CALLE ROBLE N° 8, SAN 
BARTOLO, ZACATLÁN, PUE.",SAN BARTOLO,,Zacatlan,PUEBLA,1022082297,29/06/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
FARMACIA ISSSTEP HUAUCHINANGO,FARMACIA,BLVD. 18 DE MARZO S/N,PARAISO,,Huauchinango,PUEBLA,1010732298,29/06/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
CLÍNICA BRITANIA,FARMACIA,5 NORTE N° 418,CENTRO,,Tehuacán,PUEBLA,1101562299,30/06/2015,GRUPO II Y III
CENTRO DE SALUD CON SERVICIOS AMPLIADOS DE TEPEACA,FARMACIA,"CARRETERA FEDERAL PUEBLA-
TEHUACAN KM. 31",SAN DIEGO,75200,Tepeaca,PUEBLA,1091642300,02/07/2015,GRUPO II Y III
FARMACIA LA PAZ,FARMACIA,"AVENIDA JUÁREZ N° 2318 G-
H",LA PAZ,72160,Puebla,PUEBLA,1061142301,21/07/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
HOSPITAL INTEGRAL DE XICOTEPEC,FARMACIA,"PROLONGACIÓN DE 
ZARAGOZA N° 309",LOS PERALES,73080,Xicotepec de Juarez,PUEBLA,1011972302,22/07/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
"UNIDAD DE CORTA ESTANCIA NUESTRA SEÑORA DEL 
ROSARIO",FARMACIA,TEHUACAN SUR N° 129,LA PAZ,72160,Puebla,PUEBLA,1061142304,31/08/2015,GRUPO I Y II
UNIDAD MEDICA ROMA,FARMACIA,PRIVADA NAPOLES N° 9402,ROMA,72210,Puebla,PUEBLA,1061142305,31/08/2015,GRUPO IIY III
FARMACIA ISSSTEP SAN MARTÍN TEXMELUCAN,FARMACIA,ALVARO OBREGÓN N° 1,ALVARO OBREGÓN,74060,San Martín Texmelucan,PUEBLA,1051332306,10/09/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
FARMACIA ISSSTEP CHOLULA,FARMACIA,2 PONIENTE N° 1505,LA CHICALOTERA,72765,San Pedro Cholula,PUEBLA,1051412307,10/09/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"AV. HÉROES DE NACOZARI N° 
1805",SAN NICOLAS TETITZINTLA,75710,Tehuacan,PUEBLA,1101562308,29/09/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"AV. JOSÉ MARÍA LA FRAGUA, 
PROLONGACIÓN DE LA 24 
SUR N° 10915",BARRIO SAN JUAN,72595,Puebla,PUEBLA,1061142309,29/09/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
FARMACIA CLÍNICA HOSPITAL SAN CARLOS,FARMACIA,CALLE BEISBOL N° 1842,MÉXICO 68,72300,Puebla,PUEBLA,1061142310,29/09/2015,GRUPO I Y II
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"BLVD. CAPITÁN CARLOS 
CAMACHO ESPIRÍTU N° 814,",SAN FRANCISCO TOTIMEHUACAN,72595,Puebla,PUEBLA,1061142311,07/10/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
"VALORA FARMA, S. DE R.L. DE C.V.",FARMACIA,"AV. REFORMA N° 519 
INTERIOR 205",CENTRO,72000,Puebla,PUEBLA,1061142312,07/10/2015,HEMODERIVADOS
"INTERCONTINENTAL DE MEDICAMENTOS, S.A. DE C.V. 
FARMACIA H.I. XICOTEPEC",FARMACIA,"PROLONGACIÓN DE 
ZARAGOZA N° 309",LOS PERALES,73080,Xicotepec de Juarez,PUEBLA,1011972313,07/10/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
"INTERCONTINENTAL DE MEDICAMENTOS, S.A. DE C.V. 
FARMACIA HOSPITAL DE LA MUJER Y NEONATOLOGÍA",FARMACIA,"CARRETERA PUEBLA-
TEHUACÁN N° 1201-A",SAN LORENZO TEOTIPILCO,75855,Tehuacán,PUEBLA,1101562314,07/10/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
"HOSPITAL GENERAL DE ATLIXCO ""GONZALO RÍO ARRONTE""",FARMACIA,"LIBRAMIENTO PUEBLA-
IZÚCAR DE MATAMOROS N° 
107",RICARDO FLORES MAGÓN,74360,Atlixco,PUEBLA,1050202315,13/10/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
"CRUZ ROJA MEXICANA I.A.P.  DELEGACIÓN SAN MARTÍN 
TEXMELUCAN",FARMACIA,CAMINO A LAS VÁLVULAS S/N,VILLA DEL CARMEN,74000,San Martín Texmelucan,PUEBLA,1051332316,14/10/2015,"GRUPO I, II Y III"
HOSPITAL RURAL  TEPEXÍ DE RODRÍGUEZ,FARMACIA,"CARRETERA LA COLORADA-
IXCAQUIXTLA KM. 44",BARRIO SAN SEBASTIÁN,74690,Tepexí de Rodríguez,PUEBLA,1091692317,19/10/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
"TIENDAS CHEDRAUI, S.A. DE C.V.",FARMACIA,"LATERAL SUR DE LA VÍA 
ATLIXCAYOTL N° 6510",SAN BERNARDINO TLAXCALANCINGO,72820,San Andrés Cholula,PUEBLA,1051202318,20/10/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
FARMATLÁN CÍRCULO DE LA SALUD,FARMACIA,AVENIDA HIDALGO N° 303-2,CENTRO,74200,Atlixco,PUEBLA,1050202319,20/10/2015,GRUPO II Y III
FARMACIAS SAN JUAN,FARMACIA,3 NORTE N° 812,CENTRO,74340,Tianguismanalco,PUEBLA,1051752320,20/10/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
CLÍNICA DE ESPECIALIDADES MEDI-ENG,FARMACIA,CHALCHICOMULA N° 6515,GRANJAS DEL SUR,72470,Puebla,PUEBLA,1061142321,20/10/2015,"GRUPO I, II Y III"
"IMSS UMAE HOSP. DE ESP. C.M.N. ""MANUEL ÁVILA 
CAMACHO""",FARMACIA,2 NORTE N° 2004,CENTRO,72000,Puebla,PUEBLA,1061142322,20/10/2015,"GRUPO I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
CLÍNICA SANTA CRUZ,FARMACIA,ANTONIO PLAZA N° 18,SEGUNDO BARRIO,74160,Huejotzingo,PUEBLA,1051332323,22/10/2015,GRUPO II Y III
FARMACIA LOS ÁNGELES,DROGUERÍA,"2 NORTE N° 1603, LOCAL 2",CENTRO,72000,Puebla,PUEBLA,1061142324,22/10/2015,DROGUERÍA
FARMACIA IRIS,FARMACIA,11 ORIENTE N° 1805-A,AZCARATE,72501,Puebla,PUEBLA,1061142326,27/10/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
BÓTICA SAN MIGUELITO,DROGUERÍA,3 NORTE N° 1011,CENTRO,72000,Puebla,PUEBLA,1061142327,27/10/2015,DROGUERÍA
FARMACIA ALEXANDER FLEMING SUC. CCU-ANGELOPOLIS,FARMACIA,"BOULEVARD VÍA 
ATLIXCAYOTL N° 2999 LOCAL 
A",RESERVA TERRITORIAL ATLIXCAYOTL,72190,Puebla,PUEBLA,1061142328,27/10/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
HOSPITAL COMUNITARIO DR. MIGUEL ANGEL COBOS MARIN,FARMACIA,"CARLOS MERINO CAMARILLO 
S/N",BARRIO DEL 8,74900,Ixcaquixtla,PUEBLA,1090842329,28/10/2015,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
CESSA SAN GABRIEL TETZOYOCAN,FARMACIA,"AV. MANUEL AVILA 
CAMACHO N° 810",TEJOCOTE,75675,Tetzoyocan,PUEBLA,1092052330,05/11/2015,GRUPO II Y III
CLÍNICA HOSPITAL HUAUCHINANGO,FARMACIA,"AVENIDA DE LOS TÉCNICOS 
S/N",F.S.T.S.E.,73160,Huauchinango,PUEBLA,1010732331,05/11/2015,"GRUPO I,II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
CESSA CHIGNAHUAPAN,FARMACIA,"CARRETERA ESTATAL 
CHIGNAHUAPAN-PUELBA N° 
3",TOLTEMPAN,73300,Chignahuapan,PUEBLA,1020552332,19/11/2015,GRUPO II Y III
HOSPITAL RURAL IXTEPEC,FARMACIA,"CAMINO A ZITLALA KM. 
00+250",PREDIO DENOMINADO LKUYAT-CHIWIX,73480,Ixtepec,PUEBLA,1030862333,20/11/2015,"GRUPO I,II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
HOSPITAL RURAL SAN SALVADOR EL SECO,FARMACIA,AV. 20 DE NOVIEMBRE S/N,BARRIO JILOTEPEC,75160,San Salvador El Seco,PUEBLA,1041432334,20/11/2015,"GRUPO I,II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
"CENTRO DE SALUD CON SERVICIOS AMPLIADOS IZÚCAR DE 
MATAMOROS",FARMACIA,EJE PONIENTE N° 1308,"JUNTA AUXILIAR SAN MARTÍN 
ALCHICHICA",74570,Izucar de Matamoros,PUEBLA,1070872335,23/11/2015,GRUPO II Y III
HOSPITAL RURAL VILLA ÁVILA CAMACHO,FARMACIA,"CARRETERA MÉXICO-TUXPAN 
KM. 143",S/C,73090,Villa Ávila Camacho,PUEBLA,1011972336,27/11/2015,"GRUPO I,II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
HOSPITAL RURAL CHIGNAHUAPAN,FARMACIA,NIGROMANTE S/N,TEOTLALPAN,73300,Chignahuapan,PUEBLA,1020552337,27/11/2015,"GRUPO I,II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
HOSPITAL RURAL CHIAUTLA DE TAPIA,FARMACIA,CALLE 11 NORTE N° 17,LINDA VISTA,74730,Chiautla de Tapia,PUEBLA,1070492338,27/11/2015,"GRUPO I,II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
"CENTRO DE SALUD CON SERVICIOS AMPLIADOS (CESSA) DE 
TEPETZALA",FARMACIA,"CARRETERA NACIONAL N° 
804",SANTA ISABEL TEPETZALA,75112,Santa Isabel Tepetzala,PUEBLA,1090012341,13/01/2016,GRUPO II Y III
FARMACIA WALMART SUPERCENTER SAN MANUEL,FARMACIA,"AVENIDA 22 DE SEPTIEMBRE 
N° 1608",SAN MANUEL,72570,Puebla,PUEBLA,1061142342,14/01/2016,"GRUPO II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
