ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,AV. DEL PARQUE SUR N° 202,CENTRO,33000,DELICIAS,CHIHUAHUA,08021090033,30/08/2013,HEMODERIVADOS
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,CENTENARIO  N° 500,CENTRO,33700,CAMARGO,CHIHUAHUA,08011090011,04/10/2013,HEMODERIVADOS
FARMACIA S-MART HOMERO,FARMACIA,AV. HOMERO  N° 2,FRACC. REAL UNIVERSIDAD,31125,CHIHUAHUA,CHIHUAHUA,08019090208,16/10/2013,SUEROS DE ORIGEN ANIMAL
FARMACIA INTRA-HOSPITALARIA SANTA MARIA,FARMACIA,BLVD. ZARAGOZA N° 423,CIUDAD MODERNA,32000,JUÁREZ,CHIHUAHUA,08037090293,28/10/2013,PSICOTRÓPICOS
"FARMACIAS BENAVIDES, S.A.B. DE C.V.   SUC. EL PARQUE 
DELICIA",FARMACIA,AV.DEL PARQUE N° 101,SECTOR ORIENTE,33000,DELICIAS,CHIHUAHUA,08021090034,28/10/2013,HEMODERIVADOS
"INSUMOS PARA LA SALUD SADA, S. A.DE C.V.",FARMACIA,RAMIREZ CALDERON N° 904,SAN FELIPE,31203,CHIHUAHUA,CHIHUAHUA,08019090209,08/11/2013,ANTITOXINAS DE ORIGEN ANIMAL
"FARMACIAS BENAVIDES, S.A.B. DE C.V.  SUC. EL TREBOL",FARMACIA,CALZADA 16 DE SEPT  N° 415,SAN ANTONIO,31530,CUAUHTEMOC,CHIHUAHUA,08017090051,08/11/2013,HEMODERIVADOS
FARMACIA DELMAR,FARMACIA,FRANCISCO VILLA N° 120-A,SAN FELIPE V ETAPA,31001,CHIHUAHUA,CHIHUAHUA,08019090210,03/12/2013,PSICOTRÓPICOS
FARMACIA PRADERA DORADA,FARMACIA,"RANCHO AGUA CALIENTE N° 
3005",PRADERA DORADA,32618,JUÁREZ,CHIHUAHUA,08037090294,05/12/2013,PSICOTRÓPICOS
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,OCTAVA NORTE N°601,SECTOR NORTE,33000,DELICIAS,CHIHUAHUA,08021090035,10/12/2013,SUEROS DE ORIGEN ANIMAL
FARMACIA  LA PAZ,FARMACIA,"CRISTOBAL COLON 
FONTANAROSA  N",CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090212,10/12/2013,ESTUPEFACIENTES
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,MIRADOR N° 4905,CAMPESTRE RESIDENCIAL,31213,CHIHUAHUA,CHIHUAHUA,08019090213,11/12/2013,SUEROS DE ORIGEN ANIMAL
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"ROQUE JACINTO MORON N° 
3806",CUARTELES,31020,CHIHUAHUA,CHIHUAHUA,08019090214,17/12/2013,SUEROS DE ORIGEN ANIMAL
FARMACIA DEL AHORRO DE CUAUHTEMOC SUC. KM. 13,FARMACIA,"DOM. CONOCIDO KM 13 CARR 
ALVAR",MANITOBA,31500,CUAUHTEMOC,CHIHUAHUA,08017090051,16/01/2014,PSICOTRÓPICOS
"TIENDAS SORIANA, S.A. DE C.V. (FARMACIA SORIANA SUPER 
OJINAG",FARMACIA,"BLVD. LIBRE COMERCIO N° 
1512",2 DE OCTUBRE,32885,OJINAGA,CHIHUAHUA,08052090012,16/01/2014,HEMODERIVADOS
FARMACIA S-MART TRONCOSO,FARMACIA,"AV. SANTIAGO BLANCAS N° 
8114",LOTE BRAVO,32695,JUÁREZ,CHIHUAHUA,08037090295,16/01/2014,PSICOTRÓPICOS
MI FARMACIA,FARMACIA,LERDO DE TEJADA N° 602,CENTRO,33700,CAMARGO,CHIHUAHUA,08011090012,13/02/2014,HEMODERIVADOS
FARMACIA BODEGA AURRERA DELICIAS SUR,FARMACIA,"AV. RIO SAN PEDRO SUR N° 
1701",SECTOR SUR,33000,DELICIAS,CHIHUAHUA,08021090036,06/03/2014,HEMODERIVADOS
FARMAHORRO,FARMACIA,"AV. DE LAS TORRES N° 1590 L-
C",PARQUE INDUSTRIAL INTERM,32575,JUÁREZ,CHIHUAHUA,08037090296,06/03/2014,PSICOTRÓPICOS
COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV,FARMACIA,AV. MIRADOR N° 4107,RESIDENCIAL CAMPESTRE,31238,CHIHUAHUA,CHIHUAHUA,08019090215,10/03/2014,PSICOTRÓPICOS
"COMERCIALIZADORA FARMACEUTICA DE CHIAPAS, SAPI DE 
C.V.",FARMACIA,AV. DE LAS AMERICAS N° 101,GRANJAS,31100,CHIHUAHUA,CHIHUAHUA,08019090216,19/03/2014,PSICOTRÓPICOS
"COMERCIALIZADORA FARMACEUTICA DE CHIAPAS, SAPI DE 
C.V.",FARMACIA,"AV. POLITECNICO NACIONAL 
N° 47",LOMAS LA SALLE,31214,CHIHUAHUA,CHIHUAHUA,08019090217,19/03/2014,PSICOTRÓPICOS
FARMACIA CAAPS ANAPRA,BOTICA,RAYA Y DELFÍN S/N,ANAPRA,32108,JUÁREZ,CHIHUAHUA,08037100022,25/03/2014,HEMODERIVADOS
FARMACIA DEL CENTRO COMUNITARIO 12,BOTICA,BORO Y MINA S/N,SAN FELIPE,32177,JUÁREZ,CHIHUAHUA,08037100023,25/03/2014,HEMODERIVADOS
FARMACIA SAN JOSE,FARMACIA,MANUEL SAENZ N° 802,CENTRO,31680,GUERRERO,CHIHUAHUA,08031090010,26/03/2014,TOXOIDES
"COMERCIALIZADORA FARMACEUTICA DE CHIAPAS, SAPI DE 
CV",FARMACIA,"AV. TOMAS VALLES VIVAR 
N°7515-",LA CANTERA,31216,CHIHUAHUA,CHIHUAHUA,08019090218,27/03/2014,PSICOTRÓPICOS
"COMERCIALIZADORA FARMACEUTICA DE CHIAPAS, SAPI DE 
C.V.",FARMACIA,AV. TECNOLOGICO N° 7930,FRANCISCO VILLA,31134,CHIHUAHUA,CHIHUAHUA,08019090219,27/03/2014,PSICOTRÓPICOS
"COMERCIALIZADORA FARMACEUTICA DE CHIAPAS, SAPI DE 
C.V.",FARMACIA,AV.UNIVERSIDAD N° 2721,PARQUES DE SAN FELIPE,31203,CHIHUAHUA,CHIHUAHUA,08019090220,27/03/2014,PSICOTRÓPICOS
"COMERCIALIZADORA FARMACEUTICA DE CHIAPAS, SAPI DE 
C.V.",FARMACIA,"AV.CIRCUITO UNIVERSITARIO 
N° 1",QUINTA SAN SEBASTIAN,31125,CHIHUAHUA,CHIHUAHUA,08019090221,27/03/2014,PSICOTRÓPICOS
"UNIDAD DE INVESTIGACIÓN EN SALUD DE CHIHUAHUA, S.C.",FARMACIA,TRASVIÑA Y RETES N° 1317,SAN FELIPE,31203,CHIHUAHUA,CHIHUAHUA,08019090222,01/04/2014,HEMODERIVADOS
FARMACIA DEL CAMPO,FARMACIA,CAMPO 67 Y MEDIO N° 411,OJO DE LA YEGUA,31642,RIVA PALACIO,CHIHUAHUA,08054090003,01/04/2014,HEMODERIVADOS
FARMACIA INDEPENDENCIA,FARMACIA,INDEPENDENCIA N° 157,CENTRO,33800,HIDALGO DEL PARRAL,CHIHUAHUA,08032090027,01/04/2014,ANTITOXINAS DE ORIGEN ANIMAL
"FARMACIA DE SUPERAHORRO HERNANDEZ DE CHIHUAHUA, 
S.A. DE C.V.",FARMACIA,"AV. HACIENDAS DEL VALLE N° 
671",HACIENDAS DEL VALLE,31215,CHIHUAHUA,CHIHUAHUA,08019090223,02/04/2014,SUEROS DE ORIGEN ANIMAL
"FARMACIAS BENAVIDES, SUC. PLAZA VISTA DEL SOL",FARMACIA,VALLE DEL SOL N° 245,VALLE DEL SOL,32606,JUÁREZ,CHIHUAHUA,08037090297,23/04/2014,HEMODERIVADOS
FARMACIA BOTICA CENTRAL,FARMACIA,"BLVD. ORTIZ MENA  N° 3200 
INT.",LOMAS DEL SANTUARIO I ET,31206,CHIHUAHUA,CHIHUAHUA,08019090224,28/04/2014,PSICOTRÓPICOS
"FARM INTRAHOSP DEL HOSP GRAL PDTE. LAZARO CARDENAS 
DEL RIO",FARMACIA,AV. DE LAS AMERICAS N° 720,ANGEL TRIAS,31203,CHIHUAHUA,CHIHUAHUA,08019090225,26/05/2014,HEMODERIVADOS
FARMACIA INTERIOR UNIDAD DE MEDICINA FAMILIAR N° 65,BOTICA,EJIDO GALEANA N° 1333,MANUEL VALDEZ,32590,JUÁREZ,CHIHUAHUA,08037100024,02/06/2014,PSICOTRÓPICOS
FARMACIA PENSIONES CIVILES DEL ESTADO DE CHIHUAHUA,BOTICA,"PRIMERA N° 13 Y JUAN 
RANGEL DE",ALTAVISTA,33860,HIDALGO DEL PARRAL,CHIHUAHUA,08032100004,02/06/2014,PSICOTRÓPICOS
FARMACIA DEL PUEBLO,FARMACIA,"AV. RIO CONCHOS PONIENTE 
N° 42",CENTRO,33000,DELICIAS,CHIHUAHUA,08021090037,02/06/2014,PSICOTRÓPICOS
CLINICA PLATEROS,FARMACIA,"CALLE 7MA PONIENTE, No. 
507",CENTRO,33000,DELICIAS,CHIHUAHUA,08021090038,02/06/2014,PSICOTRÓPICOS
FARMACIA S-MART LA CURVA,FARMACIA,"PERIMETRAL CARLOS AMAYA 
N° 212",AZTECAS,32280,JUÁREZ,CHIHUAHUA,08037090298,03/06/2014,PSICOTRÓPICOS
FARMACIA S-MART EL CAPITAN,FARMACIA,"BLVD FUENTES MARES N° 
1000",SANTA ROSA,31050,CHIHUAHUA,CHIHUAHUA,08019090226,08/07/2014,TOXOIDES
BOTICA INTRAHOSPITALARIA HOSPITAL GINECO-OBSTETRICIA,BOTICA,"CALZADA BELIZARIO CHAVEZ 
S/ N",DUBLAN,31510,CUAUHTEMOC,CHIHUAHUA,08017100003,18/07/2014,PSICOTRÓPICOS
"FARMAHORRO SUC, EJERCITO",FARMACIA,"AV. EJERCITO NACIONAL  N° 
6008",JARDINES DE SAN JOSÉ,32390,JUÁREZ,CHIHUAHUA,08037090299,20/08/2014,PSICOTRÓPICOS
"FARMAHORRO SUC., SENDERO",FARMACIA,"VALLE DEL SOL N°  1960 LOC 
10",BOSQUES DE SENECU,32546,JUÁREZ,CHIHUAHUA,08037090300,20/08/2014,PSICOTRÓPICOS
FARMACIA AGUIRRE,FARMACIA,AV. CRUZ REY N° 1021-A,CENTRO,32000,GUADALUPE,CHIHUAHUA,08028090006,20/08/2014,PSICOTRÓPICOS
"PROMOTORA LM HOSPITALARIA, S. DE R.L. DE C.V.",FARMACIA,2a N° 2616,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090227,20/08/2014,HEMODERIVADOS
FARMACIA CERESO ESTATAL N° 3,BOTICA,BARRANCO AZUL N° 1650,GRAL. TORIBIO ORTEGA,32675,JUÁREZ,CHIHUAHUA,08037100026,11/09/2014,PSICOTRÓPICOS
"TIENDAS SORIANA, S.A. DE C.V.",FARMACIA,TECNOLOGICO N° 5311,LA CUESTA,32650,JUÁREZ,CHIHUAHUA,08037090301,11/09/2014,PSICOTRÓPICOS
FARMACIA BODEGA AURRERA AEROPUERTO,FARMACIA,BLVD JUAN PABLO II N° 10110,PARQUE INDUSTRIAL AEROPU,31384,CHIHUAHUA,CHIHUAHUA,08019090228,11/09/2014,HEMODERIVADOS
FARMACIAS UNICA,FARMACIA,DEZA Y ULLOA N° 908 LOCAL 3,SAN FELIPE,31203,CHIHUAHUA,CHIHUAHUA,08019090229,17/09/2014,VACUNAS
"FARMACIA INTRAHOSP. DEL HOSP. GRAL ""DR. SALVADOR 
ZUBIRAN A.""",BOTICA,"AV. CRISTOBAL COLON  N° 
510",BARRIO EL BAJO,31000,CHIHUAHUA,CHIHUAHUA,08019100013,16/10/2014,TOXOIDES
FARMACIA CE.RE.SO. ESTATAL FEMENIL N° 2,FARMACIA,BARRANCO AZUL N° 1650,GRAL. TORIBIO ORTEGA,32675,JUÁREZ,CHIHUAHUA,08037090302,17/10/2014,PSICOTRÓPICOS
FARMACIA BOTICA CENTRAL LA HUERTA,FARMACIA,"KM. 9.8 CARR CUAUH. A COL. 
ALV",MANITOBA,31500,CUAUHTEMOC,CHIHUAHUA,08017090051,17/10/2014,PSICOTRÓPICOS
FARMACIA INTRAHOSPITALARIA DE CME,FARMACIA,AMERICAS N° 201,MARGARITAS,32300,JUÁREZ,CHIHUAHUA,08037090303,17/10/2014,PSICOTRÓPICOS
FARMACIA LA PAZ,FARMACIA,AV. DE LAS AMERICAS  N° 722,MARGARITAS,32300,JUÁREZ,CHIHUAHUA,08037090304,17/10/2014,HEMODERIVADOS
FARMACIA S-MART 16 DE SEPTIEMBRE,FARMACIA,"AV. 16 DE SEPTIEMBRE N° 
5198",SAN FELIPE EL REAL,32177,JUÁREZ,CHIHUAHUA,08037090305,07/11/2014,PSICOTRÓPICOS
FARMACIAS ECONOMIK SUC. IMPE SUR,FARMACIA,AV. PACHECO N°8800,LEALTAD II,31060,CHIHUAHUA,CHIHUAHUA,08019090230,28/11/2014,HEMODERIVADOS
"FARMACIA FX, S.A. DE C.V.",FARMACIA,AV. DE LA RAZA N° 6362 L11,LAS FUENTES,32377,JUÁREZ,CHIHUAHUA,08037090306,28/11/2014,PSICOTRÓPICOS
FARMACIAS DIS-FAR-H,FARMACIA,"AV. VENUSTIANO CARRANZA 
N° 281",SANTA ROSA,31050,CHIHUAHUA,CHIHUAHUA,08019090231,28/11/2014,HEMODERIVADOS
FARMACIAS DEL AHORRO,FARMACIA,"AV. 20 DE NOVIEMBRE N° 
1100",CENTRO,31350,CHIHUAHUA,CHIHUAHUA,08019090232,21/01/2015,HEMODERIVADOS
FARMACIAS DEL AHORRO,FARMACIA,"AV. 20 DE NOVIEMBRE N° 
3903",OBRERA,31350,CHIHUAHUA,CHIHUAHUA,08019090233,21/01/2015,HEMODERIVADOS
FARMACIAS DEL AHORRO,FARMACIA,"PERIFERICO DE LA JUVENTUD 
N° 1",RESIDENCIAL UNIVERSIDAD,31125,CHIHUAHUA,CHIHUAHUA,08019090234,21/01/2015,HEMODERIVADOS
FARMACIAS DEL AHORRO,FARMACIA,46a N° 2401,PACIFICO,31020,CHIHUAHUA,CHIHUAHUA,08019090235,21/01/2015,HEMODERIVADOS
FARMACIA DE LOURDES PASEO ARAGON,FARMACIA,"FRANCISCO VILLAREAL N° 
11493",PARTIDO SENECU,32459,JUÁREZ,CHIHUAHUA,08037090307,22/01/2015,PSICOTRÓPICOS
FARMACIAS DEL AHORRO,FARMACIA,"AV. INSTITUTO TECNOLOGICO 
DE C",COLON,31000,CHIHUAHUA,CHIHUAHUA,08019090236,22/01/2015,HEMODERIVADOS
CENTRO AVANZADO DE ATENCION PRIMARIA A LA SALUD,FARMACIA,"PERIFERICO SIERRA 
TARAHUMARA S",BAJIO DE LOS PALMA,33180,GUACHOCHI,CHIHUAHUA,08027090003,04/02/2015,VACUNAS
FARMACIA SANTA LUCIA,FARMACIA,FUENTE DE DIANA  N° 3909,JARDIN DE LOS LAGOS,32616,JUÁREZ,CHIHUAHUA,08037090308,04/02/2015,PSICOTRÓPICOS
"FARMACIA CLINICA HOSPITAL FORTALEZA, S.A. DE C.V.",FARMACIA,4a NORTE N° 414-C,SECTOR NORTE,33000,DELICIAS,CHIHUAHUA,08021090039,09/02/2015,HEMODERIVADOS
FARMACIA MEDDYCA,FARMACIA,ROSALES N° 3504,OBRERA,31350,CHIHUAHUA,CHIHUAHUA,08019090237,17/02/2015,SUEROS DE ORIGEN ANIMAL
"FARMACIA ALIANZA, S.A. DE C.V.",FARMACIA,CARLOS PACHECO N° 8800,LEALTAD,31370,CHIHUAHUA,CHIHUAHUA,08019090238,17/02/2015,HEMODERIVADOS
FARMACIA MIXTA,FARMACIA,CONSTITUCION N° 410,ABEL AGUIRRE,32914,ALDAMA,CHIHUAHUA,08002090004,27/02/2015,HEMODERIVADOS
"CENTROS DE INTEGRACION JUVENIL, A.C.",DROGUERIA,"BLVD. BERNARDO 
NORZAGARAY  S /",ZACATECAS,32130,JUÁREZ,CHIHUAHUA,08037110007,02/03/2015,PSICOTRÓPICOS
"TIENDAS SORIANA, S.A. DE C.V.  (FARMACIA SORIANA 
EXPRESS JIM",FARMACIA,AV. JUAREZ  N° 317,CENTRO,33980,JIMÉNEZ,CHIHUAHUA,08036090015,09/03/2015,HEMODERIVADOS
"FARMACIA ALIANZA, S.A. DE C.V.",FARMACIA,"AV DE LAS INDUSTRAS N° 
15109",CHIHUAHUA 2000-94,31136,CHIHUAHUA,CHIHUAHUA,08019090239,10/03/2015,ANTITOXINAS DE ORIGEN ANIMAL
"FARMACIA ALIANZA, S.A, DE C.V.",FARMACIA,RIO SENA  N° 1100,ALFREDO CHAVEZ,31410,CHIHUAHUA,CHIHUAHUA,08019090240,10/03/2015,HEMODERIVADOS
FARMACIAS UNICA,FARMACIA,AV. MORELOS  N° 1570,CENTRO,31500,CUAUHTEMOC,CHIHUAHUA,08017090051,19/03/2015,HEMODERIVADOS
FARMACIAS UNICA,FARMACIA,JUAN ESCUTIA  N° 363,MARGARITAS,32300,JUÁREZ,CHIHUAHUA,08037090309,19/03/2015,HEMODERIVADOS
FARMACIA MIRADOR,FARMACIA,AV. MIRADOR N° 4707,RESIDENCIAL CAMPESTRE,31213,CHIHUAHUA,CHIHUAHUA,08019090241,17/04/2015,HEMODERIVADOS
"FARMACIAS ECONOMIK, SUC. OCAMPO",FARMACIA,AV. OCAMPO N° 611,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090242,17/04/2015,PSICOTRÓPICOS
"FARMACIA ALIANZA, S.A. DE C.V.",FARMACIA,AV. FRANCISCO VILLA N° 5909,PANAMERICANA,31210,CHIHUAHUA,CHIHUAHUA,08019090243,17/04/2015,ANTITOXINAS DE ORIGEN ANIMAL
SUPER FARMACIA GUADALAJARA,FARMACIA,"RICARDO FLORES MAGON  N° 
4",CENTRO,33800,HIDALGO DEL PARRAL,CHIHUAHUA,08032090028,27/04/2015,ANTITOXINAS DE ORIGEN ANIMAL
"FARMACIAS BENAVIDES, SUC. NUEVO CASAS GRANDES",FARMACIA,AV. TECNOLOGICO N° 700,CENTRO,31700,NUEVO CASAS GRANDES,CHIHUAHUA,08050090013,21/05/2015,HEMODERIVADOS
FARMACIAS UNICA SUCURSAL CANAL,FARMACIA,TEOFILO BORUNDA  N° 3106-2,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090244,28/05/2015,SUEROS DE ORIGEN ANIMAL
FARMACIAS DEL AHORRO,FARMACIA,AV. RIO DE JANEIRO N° 322,PANAMERICANA,31210,CHIHUAHUA,CHIHUAHUA,08019090245,01/06/2015,HEMODERIVADOS
FARMACIAS DEL AHORRO,FARMACIA,"CALLE JOSE GARCIA VALDEZ  
N° 1",SAN FELIPE II,31203,CHIHUAHUA,CHIHUAHUA,08019090246,01/06/2015,HEMODERIVADOS
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"AV. 20 DE NOVIEMBRE  N° 
2609",PACIFICO,31020,CHIHUAHUA,CHIHUAHUA,08019090247,04/06/2015,HEMODERIVADOS
FARMACIAS DEL AHORRO,FARMACIA,AV. DE LAS AMERICAS N° 1200,PANAMERICANA,31210,CHIHUAHUA,CHIHUAHUA,08019090248,17/06/2015,HEMODERIVADOS
BOTICA CENTRAL,FARMACIA,AV. ZARCO N°2801,ZARCO,31020,CHIHUAHUA,CHIHUAHUA,08019090249,26/06/2015,HEMODERIVADOS
FARMACIA CENTRO CLINICO,FARMACIA,CUARTA N° 470,CENTRO,31500,CUAUHTEMOC,CHIHUAHUA,08017090051,26/06/2015,ESTUPEFACIENTES
FARMACIA ECONOMIK SUC. PARRAL INDEPENDENCIA,FARMACIA,"AV. INDEPENDENCIA N° 359 
INT.",CENTRO,33800,HIDALGO DEL PARRAL,CHIHUAHUA,08032090029,26/06/2015,ANTITOXINAS DE ORIGEN ANIMAL
"FARMACIAS BENAVIDES,  SUC. PASEO TRIUNFO DE LA 
REPUBLICA",FARMACIA,"AV. PASEO TRIUNFO DE LA 
REPUBL",PARTIDO DIAZ,32310,JUÁREZ,CHIHUAHUA,08037090310,26/06/2015,PSICOTRÓPICOS
HOSPITAL CERESO ESTATAL N° 1,FARMACIA,"PROLONGACION PERIFERICO 
LOMBAR",AQUILES SERDAN,31650,CHIHUAHUA,CHIHUAHUA,08019090250,16/07/2015,HEMODERIVADOS
FARMACIAS DEL AHORRO,FARMACIA,JUAN ALDAMA N° 716,ZONA CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090251,19/08/2015,HEMODERIVADOS
FARMACIA SANATODO,FARMACIA,"LOPEZ MATEOS N° 2050 LOC. 
8",MELCHOR OCAMPO,32380,JUÁREZ,CHIHUAHUA,08037090312,01/09/2015,PSICOTRÓPICOS
FARMACIA DEL HOSPITAL GENERAL REGIONAL N° 1,BOTICA,ORTIZ DE CAMPOS N° 500,SAN FELIPE,31203,CHIHUAHUA,CHIHUAHUA,08019100014,04/09/2015,HEMODERIVADOS
"FARMACIAS BENAVIDES, SUCURSAL EJERCITO NACIONAL",FARMACIA,"AV. ADOLFO LOPEZ MATEOS 
N° 197",PASEO DEL NORTE,32110,JUÁREZ,CHIHUAHUA,08037090313,09/09/2015,PSICOTRÓPICOS
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,FRANCISCO VILLA  N° 2001,VILLA JUAREZ,31064,CHIHUAHUA,CHIHUAHUA,08019090252,29/09/2015,HEMODERIVADOS
FARMACIAS DEL AHORRO,FARMACIA,"AV.INSTITUTO TECNOLOGICO 
DE CH",MAGISTERIAL UNIVERSIDAD,31200,CHIHUAHUA,CHIHUAHUA,08019090253,04/11/2015,HEMODERIVADOS
"FARMACIAS CHIHUAHUA, SUC. PCE",FARMACIA,CALLE 29a  N° 507 LOC. 2 Y 3,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090254,04/11/2015,HEMODERIVADOS
FARMACIAS DEL AHORRO,FARMACIA,"BOULEVARD GUSTAVO DIAZ 
ORDAZ N",CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090255,10/11/2015,HEMODERIVADOS
FARMACIA FAMILIAR VIDA Y SALUD,FARMACIA,AV. MALECON N° 788 L 8,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090314,12/11/2015,PSICOTRÓPICOS
FARMACIA HOSPITAL COMUNITARIO GOMEZ FARIAS,BOTICA,HOSPITAL N° 904,CENTRO,31900,GÓMEZ FARÍAS,CHIHUAHUA,08025100002,30/11/2015,PSICOTRÓPICOS
"FARMACIAS BENAVIDES, SUC. ERNESTO TALAVERA",FARMACIA,"AV. CUAUHTEMOC N° 3227 L-
26",CUAUHTEMOC,31020,CHIHUAHUA,CHIHUAHUA,08019090256,30/11/2015,HEMODERIVADOS
FARMACIA S-MART PARAJES,FARMACIA,"AV. SANTIAGO TRONCOSO N° 
1701",PARAJES DE ORIENTE,32575,JUÁREZ,CHIHUAHUA,08037090315,10/12/2015,PSICOTRÓPICOS
FARMACIA LA ESPERANZA,FARMACIA,6a SUR N° 819,CENTRO,33000,DELICIAS,CHIHUAHUA,08021090040,17/12/2015,HEMODERIVADOS
FARMACIA CLINICA,FARMACIA,DOCE Y ALLENDE N° 1050,CENTRO,31500,CUAUHTEMOC,CHIHUAHUA,08017090051,15/01/2016,HEMODERIVADOS
FARMAHORRO,FARMACIA,"AV. TRIUNFO DE LA 
REPUBLICA N°",MONUMENTAL,32107,JUÁREZ,CHIHUAHUA,08037090316,22/01/2016,PSICOTRÓPICOS
FARMACIA HOSPITAL STAR MEDICA CHIHUAHUA,FARMACIA,"PERIFERICO DE LA JUVENTUD 
N° 6",SAUCITO,31110,CHIHUAHUA,CHIHUAHUA,08019090257,28/01/2016,HEMODERIVADOS
"MINNE, S.A. DE C.V.   (FARMAHORRO)",FARMACIA,AV. JUAREZ  N° 809,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090317,02/02/2016,PSICOTRÓPICOS
"MINNE, S.A. DE C.V. (FARMAHORRO)",FARMACIA,AV. RIO BRAVO  N° 439-A,WATERFILL RIO BRAVO,32550,JUÁREZ,CHIHUAHUA,08037090318,02/02/2016,PSICOTRÓPICOS
"FARMACIAS CHIHUAHUA, SUC. CUAUHTEMOC",FARMACIA,"KM 7 CARR. CUAUH.-A. 
OBREGON P",CAMPO 22,31607,CUAUHTEMOC,CHIHUAHUA,08017090051,03/02/2016,ANTITOXINAS DE ORIGEN ANIMAL
"FARMACIAS BENAVIDES, SUCURSAL MARIA LUISA",FARMACIA,MARIA LUISA  N° 501,JARDINES DEL SANTUARIO,31203,CHIHUAHUA,CHIHUAHUA,08019090258,03/02/2016,HEMODERIVADOS
"CENTRO DE REHABILITACION E INCLUSION INFANTIL 
TELETON CHIH.",BOTICA,"BOULEVARD JUAN PABLO II N° 
410",FRACC. ZONA INDUSTRIAL R,31074,CHIHUAHUA,CHIHUAHUA,08019100015,15/02/2016,PSICOTRÓPICOS
INSTITUTO MUNICIPAL DE PENSIONES,FARMACIA,RIO SENA N° 1100,ALFREDO CHAVEZ,31414,CHIHUAHUA,CHIHUAHUA,08019090259,09/03/2016,PSICOTRÓPICOS
FARMACIA SALUD Y BELLEZA,FARMACIA,AV. LOS ARCOS N° 201,MAGISTERIAL,31310,CHIHUAHUA,CHIHUAHUA,08019090260,17/03/2016,PSICOTRÓPICOS
FARMACIA SAN MARTIN,FARMACIA,"SOR JUANA INES DE LA CRUZ 
N° 2",SANTO NIÑO,31200,CHIHUAHUA,CHIHUAHUA,08019090261,31/03/2016,HEMODERIVADOS
MEDICFARMA DESCUENTO,FARMACIA,"AV. HERMANOS ESCOBAR N° 
2287",HIDALGO,32300,JUÁREZ,CHIHUAHUA,08037090319,01/04/2016,PSICOTRÓPICOS
FARMAHORRO,FARMACIA,AV. DE LAS TORRES N° 640,EJIDO SALVARCAR,32575,JUÁREZ,CHIHUAHUA,08037090320,01/04/2016,PSICOTRÓPICOS
FARMACIA PREMIER,FARMACIA,SOYA N° 138,CENTRO,31824,ASCENSIÓN,CHIHUAHUA,08005090010,11/04/2016,PSICOTRÓPICOS
HOSPITAL DE LA MUJER,BOTICA,"PASEO TRIUNFO DE LA 
REPUBLICA",PARTIDO ESCOBEDO,32330,JUÁREZ,CHIHUAHUA,08037100027,11/04/2016,PSICOTRÓPICOS
FARMACIAS BENAVIDES,FARMACIA,PALACIO DE TIKAL N° 1791,TORRES DEL SUR,32575,JUÁREZ,CHIHUAHUA,08037090321,28/04/2016,PSICOTRÓPICOS
FARMACIA PRINCIPAL,FARMACIA,AV. MEXICO N° 591,CENTRO,31824,ASCENSIÓN,CHIHUAHUA,08005090011,03/05/2016,PSICOTRÓPICOS
FARMACIAS DEL AHORRO,FARMACIA,"AV. PLUTARCO ELIAS CALLES  
N°",NO ESPECIFICA EN EL CATA,32390,JUÁREZ,CHIHUAHUA,08037090322,04/05/2016,HEMODERIVADOS
FARMACIAS DEL AHORRO,FARMACIA,ALTOS HORNOS N° 5689,LAS ACACIAS,32630,JUÁREZ,CHIHUAHUA,08037090323,04/05/2016,HEMODERIVADOS
FARMACIAS DEL AHORRO,FARMACIA,AV. TECNOLOGICO N° 3411,RINCON DEL VALLE,32605,JUÁREZ,CHIHUAHUA,08037090324,04/05/2016,HEMODERIVADOS
