ESTABLECIMIENTO,"GIRO 
(FARMACIA 
BOTICA, 
DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO     
POSTAL",MUNICIPIO,ENTIDAD,NO. LICENCIA,"FECHA 
EXPEDICION","LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
FARMACIA DEL VALLE ALTO,FARMACIA,AVE. BENITO JUAREZ # 121,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090001,05/03/02,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA DR. RUIZ,FARMACIA,MERIDA # 323,FRACC. RIO BRAVO,88900,RIO BRAVO,TAMAULIPAS,28033090085,23/10/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA EL DISCO SUPER CENTER,FARMACIA,AVE. BENITO JUARES NO. 101,ZONA CENTRO,88810,NVO. PROGRESO,TAMAULIPAS,28033090121,04/09/12,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA EL DISCO SUPER CENTER,FARMACIA,AVE. BENITO JUAREZ # 206,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090074,17/05/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA EL DISCO SUPER CENTER,FARMACIA,"CALLETAMAULIPASNO.607ENTREAVENIDABENITOJUAREZY
CALLE REYNOSA","ZONA CENTRO, NUEVO PROGRESO",88810,RIO BRAVO,TAMAULIPAS,28033090153,25/06/19,PSICOTROPICOS
FARMACIA EL VALLE,FARMACIA,AVE. BENITO JUAREZ # 329,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090065,22/05/06,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA ELEGANCE,FARMACIA,JUAREZ # 139 E/SONORA Y TAMAULIPAS,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090099,08/12/09,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
"FARMACIA ESPECIALIDADES MEDICAS SAN
FRANCISCO",FARMACIA,MORELOS NO. 216 ENTRE 1A. Y 2A.,ZONA CENTRO,87500,VALLE HERMOSO,TAMAULIPAS,28040090028,08/07/15,PSICOTROPICOS
FARMACIA FRIDA,FARMACIA,CALIFORNIA # 109-A,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090050,07/12/05,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GALERIAS,FARMACIA,AVE. BENITO JUAREZ # 226 E/SONORA Y TAMPS.,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090098,29/10/09,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GODD PRICES 2,FARMACIA,JUAREZ N. 116 E/SONORA Y TAMAULIPAS,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090111,24/02/11,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GOOD PRICES PHARMACY PROGRESO,FARMACIA,AVE. BENITO JUAREZ NO. 300-B,ZONA CENTRO NVO. PROGRESO,88810,RIO BRAVO,TAMAULIPAS,28033090144,18/04/17,PSICOTROPICOS
FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,"COSMESANTOSNO.140ENTREAV.LAZAROCARDENASYJOSE
GARCIA",ZONA CENTRO,87500,VALLE HERMOSO,TAMAULIPAS,28040090023,04/03/09,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,MADERO NO. 855 ENTRE MORELOS Y GALEANA,ZONA CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090133,03/07/14,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,"AV. GUANAJUATO NO. 200 ENTRE FELIX CALLEJAS Y S/R,",COL. FUNDADORES,88920,RIO BRAVO,TAMAULIPAS,28033090137,01/07/15,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA SUC. AV. MEXICO,FARMACIA,AV. MEXICO N. 100,FRACC. RIO BRAVO,88930,RIO BRAVO,TAMAULIPAS,28033090109,07/10/10,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,AVENIDA FRANCISCO I. MADERO NO. 1147,ZONA CENTRO,88950,RIO BRAVO,TAMAULIPAS,28033090152,18/09/18,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA HIDALGO,FARMACIA,AVE. JUAREZ S/N,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090102,04/10/10,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA I.M.S.S.,FARMACIA,3RA. Y JUAREZ # 101,CENTRO,87500,VALLE HERMOSO,TAMAULIPAS,28040090024,08/09/10,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA JESSICA,FARMACIA,B. JUAREZ N. 224,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090110,29/11/10,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA JESSICA,FARMACIA,SONORA N.114-A,NUEVO PROGRESO,88810,RIO BRAVO,TAMAULIPAS,28033090104,04/10/10,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA JESSICA'S,FARMACIA,REYNOSA # 222-6,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090119,24-01-1012,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA JOVITA,FARMACIA,AV. JUAREZ NO. 122,ZONA CENTRO,88810,"NUEVO 
PROGRESO",TAMAULIPAS,28033090131,06/01/14,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA JOVITA,FARMACIA,AV. JUAREZ  224,ZONA CENTRO,88810,"NUEVO 
PROGRESO",TAMAULIPAS,28033090127,16/05/13,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA JUAREZ,FARMACIA,AVE. BENITO JUAREZ # 133,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090012,06/05/02,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA KING PHARMACY,FARMACIA,COAHUILA 115 LOCAL 10,"ZONA CENTRO, NVO. PROGRESO",88810,RIO BRAVO,TAMAULIPAS,28033090141,06/09/16,PSICOTROPICOS
FARMACIA LAS FLORES,FARMACIA,B. CALIFORNIA  # 109 L-A E/AV. B. JUAREZ,VILLA NVO. PROGRESO,88810,RIO BRAVO,TAMAULIPAS,28033090095,20/10/08,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA LOPEZ SUC. DEL RIO,FARMACIA,GUANAJUATO # 101,HIJOS DE EJIDATARIOS,88920,RIO BRAVO,TAMAULIPAS,28033090066,16/06/06,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA LOPEZ SUC. DEL VALLE,FARMACIA,AV. MADERO 926,ZONA CENTRO,88900,RIO BRAVO,TAMAULIPAS,28033090145,25/05/17,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA LOPEZ SUC. GENESIS,FARMACIA,AVE. RIO CUAUHTEMOC # 101,CENTRO,88900,RIO BRAVO,TAMAULIPAS,28033090061,27/03/06,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
"FARMACIA LOPEZ, SUC. MORELOS",FARMACIA,NAYARIT ESQ. S/N,COL. MORELOS,88910,RIO BRAVO,TAMAULIPAS,28033090075,17/05/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS LOPEZ SUC. SANTA LEONOR,FARMACIA,"AVENIDAFRANCISCOI.MADERONo.320ENTREGUERREROY
GALEANA",ZONA CENTRO,88900,RIO BRAVO,TAMAULIPAS,28033090150,14/06/18,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA LOPEZ SUC. RIO BRAVO,FARMACIA,CALLE TLAXCALA NO. 400 ENTRE HIDALGO Y DURANGO,RIO BRAVO CENTRO,88900,RIO BRAVO,TAMAULIPAS,28033090149,14/06/18,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA LOS CUATES,FARMACIA,REYNOSA NO. 14 INTERIOR A-8 ESQ. COAHUILA,ZONA CENTRO,88810,"NUEVO 
PROGRESO",TAMAULIPAS,28033090129,15/11/13,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA LOS TREVIÐOS,FARMACIA,BENITO JUAREZ S/N,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090106,04/10/10,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA LOS TREVIÐOS,FARMACIA,BENITO JUAREZ N. 133,NUEVO PROGRESO,88810,RIO BRAVO,TAMAULIPAS,28033090107,04/10/10,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA MAGIC PHARMACY,FARMACIA,AVE. BENITO JUAREZ # 306,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090059,01/02/06,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA MARIMAR,FARMACIA,AV. JUAREZ NO. 115 LOCAL 20,ZONA CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090125,30/04/13,ESTUPEFACIENTES Y PSICOTROPICOS
FARMACIA MEXICO,FARMACIA,REYNOSA NO. 14 A ENTRE COAHUILA Y SONORA,ZONA CENTRO,88810,"NUEVO 
PROGRESO",TAMAULIPAS,28033090113,25/04/11,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA MEXICO,FARMACIA,BENITO JUAREZ # 114 E/CHIHUAHUA Y TAMAULIPAS,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090100,27/01/10,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA MEXICO,FARMACIA,BAJA CALIFORNIA S/N L-5,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090024,19/03/03,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA MI MEDICO,FARMACIA,AVE. BENITO JUAREZ NO. 205-A,ZONA CENTRO,88810,NVO. PROGRESO,TAMAULIPAS,28033090118,09/01/12,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA MONTERREY,FARMACIA,"BAJA CALIFORNIA S/N, PROGRESO MARKET",CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090011,16/04/02,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA M & M,FARMACIA,AVE. BENITO JUAREZ # 201 L-2,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090089,08/04/08,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA NAYDELYN,FARMACIA,SONORA S/N ENTRE JUAREZ Y REYNOSA,ZONA CENTRO NVO. PROGRESO,88810,RIO BRAVO,TAMAULIPAS,28033090128,02/10/13,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA NUEVA,FARMACIA,AV. BENITO JUAREZ NO. 228,ZONA CENTRO NVO. PROGRESO,88810,RIO BRAVO,TAMAULIPAS,28033090138,08/07/15,PSICOTROPICOS
FARMACIA PARIS,FARMACIA,AV. BENITO JUAREZ # 219,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090083,23/10/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA PLAZA,FARMACIA,AVE. REVOLUCION S/N,POBLADO ANAHUAC,87510,VALLE HERMOSO,TAMAULIPAS,28040090013,22/08/06,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA PUREX VALLE HERMOSO 2,FARMACIA,AMERICA ESQ. CON 21 DE MARZO # 311,CENTRO,87500,VALLE HERMOSO,TAMAULIPAS,28040090020,10/11/08,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA PUREX SUC. VALLE HERMOSO 1,FARMACIA,JOSE GARCIA CARDENAS # 209 E/HIDALGO Y SANTOS,CENTRO,87500,VALLE HERMOSO,TAMAULIPAS,28040090021,10/11/08,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA QUEEN,FARMACIA,AV. BENITO JAUREZ NO. 322,"ZONA CENTRO, NVO. PROGRESO",88810,RIO BRAVO,TAMAULIPAS,28033090142,06/09/16,PSICOTROPICOS
FARMACIA REGIS SUC. FRACC. BRAVO,FARMACIA,TLAXCALA E HIDALGO # 400 L-1,FRACC. RIO BRAVO # 3,88900,RIO BRAVO,TAMAULIPAS,28033090090,16/04/08,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
ESTABLECIMIENTO,"GIRO 
(FARMACIA 
BOTICA, 
DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO     
POSTAL",MUNICIPIO,ENTIDAD,NO. LICENCIA,"FECHA 
EXPEDICION","LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
FARMACIA REMEDY,FARMACIA,INDEPENDENCIA Y MINA ESQ. N. 110,FRACC. RIO BRAVO,88910,RIO BRAVO,TAMAULIPAS,28033090108,06/10/10,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
"FARMACIA ""ROMA""",FARMACIA,AV. BENITO JUAREZ NO. 140,ZONA CENTRO EN NVO. PROGRESO,88810,RIO BRAVO,TAMAULIPAS,28033090064,19/04/06,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SAN ANGEL,FARMACIA,AVE.LAS DAMAS Y 120,LEONISTICA,87500,VALLE HERMOSO,TAMAULIPAS,28040090009,20/12/05,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SAN FRANCISCO,FARMACIA,AVE. BENITO JUAREZ # 129-B,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090006,05/03/02,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SAN FRANCISCO,FARMACIA,MORELOS ENTRE PRIMERA Y SEGUNDA # 216,CENTRO,87500,VALLE HERMOSO,TAMAULIPAS,28040090003,14/03/02,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SAN FRANCISCO,FARMACIA,AVENIDA BENITO JUAREZ NO. 227 ENTRE COAHUILA Y SONORA,ZONA CENTRO NUEVO PROGRESO,88810,RIO BRAVO,TAMAULIPAS,28033090148,26/09/17,PSICOTROPICOS
FARMACIA SAN JUAN,FARMACIA,CALLE BENITO JUAREZ,ZONA CENTRO EN NVO. PROGRESO,88810,RIO BRAVO,TAMAULIPAS,28033090143,06/09/16,PSICOTROPICOS
FARMACIA SAN MARCOS,FARMACIA,AVE. JUAREZ # 1-A,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090037,04/11/04,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SAN MIGUEL,FARMACIA,MORELOS ENTRE CALLE 1 Y ESQUINA,ZONA CENTRO,87500,VALLE HERMOSO,TAMAULIPAS,28040090025,22/11/11,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SANDY'S,FARMACIA,REYNOSA # 222,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090022,20/01/03,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
"FARMACIA ""SHADDAI II""",FARMACIA,AV. JUAREZ NO. 126 ENTRE SONORA Y TAAMULIPAS,ZONA CENTRO NVO. PROGRESO,88810,RIO BRAVO,TAMAULIPAS,28033090130,26/11/13,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SHADDAI,FARMACIA,AVENIDA BENITO JUAREZ NO. 200,ZONA CENTRO NUEVO PROGRESO,88810,RIO BRAVO,TAMAULIPAS,28033090151,27/08/18,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SEÐORIAL,FARMACIA,AVENIDA JUAREZ # 224,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090033,17/02/04,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
S-MART RIO BRAVO,FARMACIA,AV. FRANCISCO I. MADERO NO. 1303,RIO BRAVO,88930,RIO BRAVO,TAMAULIPAS,28033090140,28/04/16,PSICOTROPICOS
"FARMACIASUPERMERCADOSINTERNACIONALES
HEB",FARMACIA,FRANCISCO I. MADERO # 2000,LA PAZ,88900,RIO BRAVO,TAMAULIPAS,28033090093,13/08/08,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SUSY DE NUEVO PROGRESO,FARMACIA,REYNOSA N. 204-A E/CUAHUILA Y SONORA,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090112,24/02/11,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SHADDAI,FARMACIA,BENITO JUAREZ NO. 121 LOCAL 16-A,ZONA CENTRO NVO. PROGRESO,88810,RIO BRAVO,TAMAULIPAS,28033090120,08/05/12,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA TAMPICO,FARMACIA,"SONORA # 115 ""A""",CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090035,01/07/04,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA TANIA II,FARMACIA,BAJA CALIFORNIA  PLAZA MARKET L-21,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090052,07/12/05,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA THE 30,FARMACIA,AVE. JUAREZ # 127,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090056,15/12/05,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA TIENDAS SORIANA S.A. DE C.V.,FARMACIA,AVE. FRANCISCO I. MADERO # 1160,RIO BRAVO,88940,RIO BRAVO,TAMAULIPAS,28033090072,04/05/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
"FARMACIADELAUNIDADDEMEDICINAFAMILIARNO.
17",FARMACIA,AVE. MIGUEL ALEMAN Y LIBERTAD S/N,FRACC. RIO BRAVO,88900,RIO BRAVO,TAMAULIPAS,28033090034,04/03/04,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA UNCLE SAM,FARMACIA,AVE. BENITO JUAREZ # 307,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090042,29/03/05,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA U.S.,FARMACIA,AVE. BENITO JUAREZ NO. 200 ENTRE COAHUILA Y SONORA,ZONA CENTRO DE VILLA NVO. PROGRESO,88810,RIO BRAVO,TAMAULIPAS,28033090136,27/05/15,PSICOTROPICOS GRUPO II Y II
FARMACIA U.S.,FARMACIA,AVE. JUAREZ # 200 E/COAHUILA Y SONORA,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090097,18/02/09,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
GPO. EMPRESARIAL NUEVO PROGRESO SA CV,FARMACIA,AV. BENITO JUAREZ N. 124,CENTRO,88810,RIO BRAVO,TAMAULIPAS,28033090101,04/10/10,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
GRUPO FARMACEUTICO LOPEZ S.A. DE C.V.,FARMACIA,AVE. LAZARO CARDENAS MORELOS S/N,CENTRO,87500,VALLE HERMOSO,TAMAULIPAS,28040090004,01/12/03,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. SOTO LA MARINA,FARMACIA,AVE. HIDALGO S/N,CENTRO,87670,SOTO LA MARINA,TAMAULIPAS,28037090001,21/03/05,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA DE DESCUENTO PRINCIPAL,FARMACIA,CARR.NACIONAL KM.39,CENTRO,87799,PADILLA,TAMAULIPAS,28030090003,03/07/06,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA CENTRO DE SALUD R-01 PADILLA,FARMACIA,CALLE 4 ESQUINA CON CALLE IGNACIO ZARAGOZA S/N,ZONA CENTRO,87780,PADILLA,TAMAULIPAS,28030090005,21/06/17,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA HOSPITAL INTEGRAL ABASOLO,FARMACIA,"CALLEMIGUELHIDALGOESQUINACONCALLEIGNACIOALLENDE
S/N",ZONA CENTRO,87768,ABASOLO,TAMAULIPAS,28001090002,13/07/17,"ESTUPEFACIENTES, PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS, ANTITOXINAS HEMODERIVADOS"
FARMACIA  HOSPITAL NAVAL DE LA PESCA,FARMACIA,"CARR. SOTO LA MARINA-LA PESCA KM. 42,",POB. LA PESCA,87670,SOTO LA MARINA,TAMAULIPAS,28037090004,12/09/12,ESTUPEFACIENTES Y PSICOTROPICOS
"FARMACIAHOSPITALRURALNO.03IMSSPROSPERA
SAN CARLOS",FARMACIA,KM. 71 CARRETERA SOLEDAD-SAN CARLOS,SAN CARLOS,87730,SAN CARLOS,TAMAULIPAS,28034090001,14/04/16,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA HOSPITAL RURAL N. 80,FARMACIA,ANTONIO CASSO Y DIAZ MIRON,EJ. LAZARO CARDENAS,87670,SOTO LA MARINA,TAMAULIPAS,28037090003,27/04/10,ESTUPEFACIENTES Y PSICOTROPICOS
FARMACIA INTEGRA,FARMACIA,CARR. NACIONAL VICTORIA-MONTERREY KM. 40,EJ URSULO GALVAN,87799,PADILLA,TAMAULIPAS,28030090002,16/12/05,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA JARE,FARMACIA,BENITO SIERRA Y GUILLERMO PRIETO S/N,CENTRO,87760,ABASOLO,TAMAULIPAS,28001090001,01/07/04,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA SAN ANTONIO,FARMACIA,PEDRO JOSE MENDEZ E/( 1 Y 2) # 9,CENTRO,87799,PADILLA,TAMAULIPAS,28030090001,01/03/02,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
"FARMACIAHOSPITALRURALNO.03IMSSPROSPERA
SAN CARLOS",FARMACIA,KM. 71 CARRETERA SOLEDAD-SAN CARLOS,SAN CARLOS,87730,SAN CARLOS,TAMAULIPAS,28034090001,14/04/16,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA UNIDAD DE MEDICINA FAMILIAR N. 70,FARMACIA,MADERO E/BENITO JUAREZ Y JUSTO SIERRA,CENTRO,87670,SOTO LA MARINA,TAMAULIPAS,28037090002,27/04/10,ESTUPEFACIENTES Y PSICOTROPICOS
FARMACIA UMR JIMENEZ,FARMACIA,PRIVADA ALADAMA S/N ENTRE HIDALGO Y BRAVO,ZONA CENTRO,87700,JIMENEZ,TAMAULIPAS,28041090054,27/02/06,ESTUPEFACIENTES Y PSICOTROPICOS
"GRUPOFARMACEUTICOSALINASDELSURESTES.A.
DE C.V",FARMACIA,CALLE PEDRO J. MENDEZ ORIENTE NO. 401-A,COL. JUVNETUD REVOLUCIONARIA,87670,SOTO LA MARINA,TAMAULIPAS,28037090005,27/02/18,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
DROGUERIA Y FARMACIA EL FENIX S.A.DE C.V,FARMACIA,BLVD. ADOLFO LOPEZ MATEOS # 103,CENTRO,89706,GONZALEZ,TAMAULIPAS,28012090005,03/08/04,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
