ESTABLECIMIENTO,GIRO,CALLE,COLONIA,"CODIGO 
POSTAL","MUNICIPIO O 
DELEGACION",ENTIDAD,LICENCIA,"FECHA 
EXPEDICION","LINEAS DE COMERCIALIZACION 
AUTORIZADAS (ESTUPEFACIENTES 
GRUPO I), (PSICOTRÓPICOS GRUPOS  
II, III), VACUNAS, TOXOIDES, SUEROS 
DE ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL, HEMODERIVADOS, 
(I,II,III,V,T,S,A,H) METADONA, 
OXYCONTIN)"
"FARMACIA I.S.S.E.G. No. 
185",FARMACIA,"BOULEVARD SAN JOSE DE 
GUANAJUATO No. 695","EJIDO DE GASCA EL 
BECERRO",38117,CELAYA,GUANAJUATO,11007090181,13/02/2017,"PSICOTROPICOS FRACCION II Y 
FRACCION III"
FARMACIAS DEL AHORRO,FARMACIA,"BLVD. JUVENTINO ROSAS No. 
609 OTE",CUAUHTEMOC,36310,"SAN FRANCISCO DEL 
RINCON",GUANAJUATO,11031090035,17/02/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL, HEMODERIVADOS"
FARMA PSIQUE,FARMACIA,"ANDADOR VENTEROS NO. 1-A 
COL. LAS TERESAS",COL. LAS TERESAS,36250,GUANAJUATO,GUANAJUATO,11015090041,20/12/2016,PSICOTROPICOS FRACCION II Y III
FARMACIA GUADALAJARA,FARMACIA,"PLAZA SAN JAVIER NO. 19 
COL. SAN JAVIER 
GUANAJUATO",COL. SAN JAVIER,36020,GUANAJUATO,GUANAJUATO,11015090039,19/12/2016,"PSICOTROPICOS FRACCIONES II Y 
III,VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"BOTICA DIMESA ANEXA A 
HOSPITAL GENERAL DE 
IRAPUATO",BOTICA,"REVERTE MEXICANO S/N 
INTERIOR B",CENTRO,36580,IRAPUATO,GUANAJUATO,11017100147,24/02/2017,"ESTUPEFACIENTES FRACCIÓN I, 
PSICOTROPICOS FRACCIONES II Y 
III,VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"FARMACIAS 
BENAVIDES/SUCURSAL 
SUCURSAL 1",FARMACIA,AV. PADRE HIDALGO No. 214,"CENTRO, SANTA ANA 
PACUECO",36910,PÉNJAMO,GUANAJUATO,11023090035,16/02/2017,"PSICOTROPICOS FRACCIONES II Y 
III,VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"FARMACIA I.S.S.E.G. NO. 
188",FARMACIA,ANCHA DE SAN ANTONIO NO. 2,CENTRO,37700,"SAN MIGUEL DE 
ALLENDE",GUANAJUATO,11003090023,16/02/2017,PSICOTRÓPICOS FRACCIÓN II Y III
"BOTICA DIMESA ANEXA A 
HOSPITAL GENERAL 
URIANGATO",BOTICA,"BLVD. LEOVINO ZAVALA NO. 72 
INTERIOR A",ZONA CENTRO,38900,URIANGATO,GUANAJUATO,11041100018,19/06/2018,"ESTUPEFACIENTES FRACCION I, 
PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
,BOTICA,"BOULEVARD ARBOL GRANDE 
ESQ TECOLUTLA S/N INTERIOR  BELLAVISTA 36730 SALAMANCA
A",,,,GUANAJUATO,11027100067,30/05/2018,"ESTUPEFACIENTES FRACCION I, 
PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"FARMACIA BENAVIDES/ 
SUCURSAL SANTA ANA",FARMACIA,"AVE. PADRE HIDALGO NO. 232-
A","SITIO SANTA ANA 
PACUECO",36910,PÉNJAMO,GUANAJUATO,11023090036,06/03/2017,"PSICOTRÓPICOS FRACCIÓN II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"BOTICA ANEXA A UMAPS 
SANTIAGO MARAVATIO",BOTICA,LADRILLERA NO. 4,BARRIO DE GUADALUPE,38970,SANTIAGO MARAVATIO,GUANAJUATO,11036100004,02/03/2017,"PSICOTRÓPICOS FRACCIÓN II Y III
VACUNAS, TOXOIDES Y SUEROS DE 
ORIGEN ANIMAL"
"BOTICA HOSPITALARIA 
DIMESA ANEXA A 
HOSPITAL GENERAL 
CELAYA",BOTICA,"VICTOR LIZARDI Y JUAN B. 
CASTELAZO S/N INT C",VALLE DEL REAL,38020,CELAYA,GUANAJUATO,11007100180,25/01/2017,"ESTUPEFACIENTES FRACCION I, 
PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA G.I. Y DE 
PATENTE",FARMACIA,LIBRAMIENTO SUR NO. 303,CENTRO,36890,PUEBLO NUEVO,GUANAJUATO,11024090007,22/03/2017,PISICOTRÓPICOS FRACCIÓN II Y III
FARMACIA MEDICA,FARMACIA,LUIS CORTAZAR No. 72,CENTRO,38200,COMONFORT,GUANAJUATO,11009090016,17/02/2017,"ESTUPEFACIENTES FRACCION I, 
PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL"
"FARMACIA BODEGA 
AURRERA EL CANTADOR",FARMACIA,CANTADOR NO. 31 CENTRO,CENTRO,36000,GUANAJUATO,GUANAJUATO,11015090042,24/02/2017,"PSICOTROPICOS FRACCIONES II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"FARMACIA ANEXA AL 
CESSA OCAMPO",FARMACIA,"AVE. MADRE TERESA DE 
CALCULA NO. 101 INT A",N/A,37630,OCAMPO,GUANAJUATO,11022090007,17/03/2017,"ESTUPEFACIENTES FRACCION I, 
PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
FARMACIA ISSEG NO. 053,FARMACIA,"BOULEVAR TORRES LANDA 
NO. 321",SAN MIGUEL,37460,LEON,GUANAJUATO,11020090329,24/03/2017,PSICOTRÓPICOS FRACCIÓN II Y III
"HOSPITAL SAN JOSÉ DE 
CELAYA, S.A. DE C.V.",BOTICA,"AVENIDA EJE VIAL 
NORPONIENTE No. 200-110",VILLAS DE LA HACIENDA,38020,CELAYA,GUANAJUATO,11007100182,28/03/2017,"ESTUPEFACIENTES FRACCION I, 
PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA ANEXA A 
HOSPITAL COMUNITARIO 
DE PURISIMA DEL RINCON",FARMACIA,"BOULEVARD MANUEL DE 
JESUS CLOUTHIER No. 922 INT. 
A",EL CARMEN,36404,PURISIMA DEL RINCON,GUANAJUATO,1102509007,04/04/2017,"ESTUPEFACIENTES FRACCION I, 
PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
FARMACIAS DEL AHORRO,FARMACIA,BOULEVARD HIDALGO NO. 705,"COL. HÉROES DE 
CHAPULTEPEC",37190,LEON,GUANAJUATO,11020090330,03/04/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
FARMACIA HERRERA,FARMACIA,"EJE NORPONIENTE No. 355 
LOCAL 4 (PLAZA ALFA)","FRACCION B DE LA 
HACIENDA DONGU",38040,CELAYA,GUANAJUATO,11007090183,27/04/2017,"PSICOTROPICOS FRACCION II Y III, 
HEMODERIVADOS"
SAN FRANCISCO DE ASIS,FARMACIA,PINO SUAREZ No. 7-A,CENTRO,36100,SILAO,GUANAJUATO,11037090025,08/05/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES Y SUEROS DE 
ORIGENANIMAL."
"FARMACIA GUADALAJARA, 
S.A. DE C.V.",FARMACIA,AVENIDA SIGLO XXI NO. 1014,PARQUES DE SAN JUAN,37295,LEON,GUANAJUATO,11020090331,11/05/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA GUADALAJARA, 
S.A. DE C.V.",FARMACIA,BLVD. EPSILÓN NO. 602,VALLE DEL REAL,37545,LEON,GUANAJUATO,11020090333,11/05/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA GUADALAJARA, 
S.A. DE C.V.",FARMACIA,"BOULEVARD PASEO DE LOS 
INSURGENTES NO. 2752",CERRO GORDO,37129,LEON,GUANAJUATO,11020090352,07/12/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA GUADALAJARA, 
S.A. DE C.V.",FARMACIA,"BOULEVARD JOSÉ MARÍA 
MORELOS NO. 3520","SAN MIGUEL DE 
RENTERÍA",37278,LEON,GUANAJUATO,11020090335,11/05/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"HOSPITALITO DE FATIMA 
A.C.",FARMACIA,MEXICO 68 NO. 206,LA CENTRAL,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033090024,09/06/2017,"ESTUPEFACIENTES FRACCIÓN I Y 
PSICOTROPICOS FRACCION II Y III"
BOTICA DIMESA,BOTICA,"BLVD. BICENTENARIO NO. 20 
INT A",LAS TRANCAS,38620,ACAMBARO,GUANAJUATO,11002100051,01/06/2017,"ESTUPEFACIENTES FRACCIÓN I Y 
PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"FARMACIAS DEL AHORRO 
SUC 1 DE MAYO",FARMACIA,"AV. PRIMERO DE MAYO NO. 
1636-A",VILLAS DE SAN ISIDRO,38774,ACAMBARO,GUANAJUATO,11002090052,01/06/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"FARMACIAS SAN 
FRANCISCO DE ASÍS",FARMACIA,EMILIANO ZAPATA NO. 106-B,CENTRO,37000,LEON,GUANAJUATO,11020090337,02/06/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL Y 
HEMODERIVADOS"
FARMACIA UNAVOT,FARMACIA,GUANAJUATO No. 704 Loc 1,ALAMEDA,38050,CELAYA,GUANAJUATO,11007090184,05/06/2017,"ESTUPEFACIENTES FRACCION I, 
PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"FARMACIA BODEGA 
AURRERA PASEO LAS 
TORRES",FARMACIA,"BLVD. JOSÉ MARÍA MORELOS 
NO. 5993",LA JOYA,37358,LEON,GUANAJUATO,11020090339,19/07/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"FARMACIAS BENAVIDES 
SUCURSAL LOPEZ 
MATEOS",FARMACIA,"BOULEVARD ADOLFO LÓPEZ 
MATEOS ORIENTE No.1000 INT 
1",EL OLIVAR,38070,CELAYA,GUANAJUATO,11007090186,04/07/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"FARMACIAS SAN 
FRANCISCO DE ASÍS S.A 
DE C.V",FARMACIA,"GENERAL IGNACIO ALLENDE 
No.74",CENTRO,36200,ROMITA,GUANAJUATO,11026090009,04/07/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"FARMACIA POLICLINICA 
DE ESPECIALIDADES",FARMACIA,"AV. EZEQUIEL ORDOÑEZ NO. 
120",BELLAVISTA,36730,SALAMANCA,GUANAJUATO,11027090059,07/09/2017,"ESTUPEFACIENTES FRACCION I, 
PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
SAN FRANCISCO DE ASIS,FARMACIA,"AVE. PADRE HIDALGO ESQ. 
UNIVERSIDAD S/N",SANTA ANA PACUECO,36910,PÉNJAMO,GUANAJUATO,11023090037,12/07/2017,"ESTUPEFACIENTES FRACCIÓN I Y 
PSICOTROPICOS FRACCIÓN II Y III"
"IMR INTERNACIONAL 
MEDICAL RESPONSE S.A. 
DE C.V.",FARMACIA,"CARRETARA A CELAYA NO. 3 
INTERIOR 5 Y 6",CENTRO,37700,"SAN MGUEL DE 
ALLENDE",GUANAJUATO,11003100024,11/08/2017,"ESTUPEFACIENTES FRACCIÓN I Y 
PSICOTROPICOS FRACCIÓN II Y III"
I.S.S.E.G NO. 072,FARMACIA,"BLVD. MARIANO ESCOBEDO 
ORIENTE NO. 101-A",SAN JUAN DE DIOS,37370,LEON,GUANAJUATO,11020090340,22/08/2017,PSICOTRÓPICOS FRACCIÓN II Y III
"FARMACIAS SAN 
FRANCISCO DE ASIS S.A 
DE C.V",FARMACIA,INDEPENDENCIA No. 223,SANTA ELENA DEL SUR,38500,APASEO EL ALTO,GUANAJUATO,11004090003,23/08/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"INSTITUTO DE SEGURIDAD 
SOCIAL DEL ESTADO DE 
GUANAJUATO",FARMACIA,"AVENIDA FERROCARRIL No. 
709",LOS LAURELES,38020,CELAYA,GUANAJUATO,11007090187,22/08/2017,PSICOTRÓPICOS FRACCIÓN II Y III
CEMEDIC,FARMACIA,IGNACIO ALDAMA No. 305,CENTRO,38300,CORTAZAR,GUANAJUATO,11011090029,23/08/2017,"PSICOTROPICOS FRACCION II Y III, 
TOXOIDES"
FARMACIA LAS DDD,FARMACIA,FRAY ANGEL JUAREZ NO. 40,CENTRO,38540,JERECUARO,GUANAJUATO,11019090020,28/07/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES Y 
HEMODERIVADOS"
FARMACIA CERH,FARMACIA,ACACIAS NO. 1876,FRACC. GÁMEZ,36650,IRAPUATO,GUANAJUATO,11017090150,07/09/2017,"ESTUPEFACIENTES FRACCIÓN I, 
PSICOTRÓPICOS FRACCIÓN II Y III"
"CHRISTUS MUGUERZA 
SISTEMAS HOSPITA S.A 
DE C.V.",FARMACIA,AVE. MURANO NO. 248 INT. 1,"COL. LAS HERAS 2DA. 
SECCIÓN",36640,IRAPUATO,GUANAJUATO,11017090151,07/09/2017,"ESTUPEFACIENTES FRACCIÓN I, 
PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
FARMACIA PHARMA TEKA,FARMACIA,NIEBLA NO 219-A,JARDINES DEL MORAL,37160,LEON,GUANAJUATO,11020090341,01/09/2017,PSICOTRÓPICOS FRACCIÓN II Y III
"FARMACIAS SAN 
FRANCISCO DE ASIS S.A 
DE C.V",FARMACIA,MORELOS NO. 40,CENTRO,36900,PENJAMO,GUANAJUATO,11023090038,11/09/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA I.S.S.E.G. NO. 
196",FARMACIA,BOULEVARD MILENIO NO. 614,"FRACCIONAMIENTO 
ARBOLEDAS DEL 
CAMPO",37544,LEON,GUANAJUATO,11020090342,08/09/2017,PSICOTRÓPICOS FRACCIONES II y III
"FARMACIA I.S.S.E.G. NO. 
195",FARMACIA,"BOULEVARD GÓMEZ MORÍN 
NO. 4103, COL. LAS HERAS, 
IRAPUATO, GTO., C.P. 36640",COL. LAS HERAS,36640,IRAPUATO,GUANAJUATO,11017090152,20/09/2017,PSICOTRÓPICOS FRACCIONES II y III
"FARMACIA I.S.S.E.G NO. 
192",FARMACIA,"CALLE COLIMA ESQ. 
BOULEVARD MARIANO 
BALLEZA NO. 67",COL. MARIANO BALLEZA,37800,DOLORES HIDALGO,GUANAJUATO,11014090013,29/08/2018,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
FARMATODO,FARMACIA,"AVENIDA CERRO GORDO 
NO.602 INT.2",LOMAS DEL CAMPESTRE,37150,LEON,GUANAJUATO,11020090346,25/09/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
FARMACIA GARCIMEDIC,FARMACIA,CALLE BRONCE NO. 416,SAN JOSÉ OBRERO,37319,LEON,GUANAJUATO,11020090343,18/09/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA GUADALAJARA 
S.A. DE C.V.",FARMACIA,PASEO DE LA PRESA NO. 501,RIVERA DE LA PRESA,37100,LEON,GUANAJUATO,11020090344,25/09/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
FARMATODO,FARMACIA,"BOULEVARD CAMPESTRE NO. 
2752",CAÑADA DEL REFUGIO,37358,LEON,GUANAJUATO,11020090345,25/09/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
I.S.S.E.G NO. 24,FARMACIA,ALVARO OBREGON NO. 2,CENTRO,38000,ROMITA,GUANAJUATO,11026090010,04/09/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA GUDALAJARA 
S.A DE C.V",FARMACIA,"AVENIDA PROLONGACION 5 
DE MAYO No.12 FRACCION -E",LA JOYITA,36130,SILAO,GUANAJUATO,11037090026,06/09/2017,"ESTUPEFACIENTES FRACCION I, 
PSICOTROPICOS FRACCION II Y III"
"FARMACIAS DEL AHORRO 
SUCURSAL CORTAZAR",FARMACIA,"PORTAL CONSTITUCION No. 
133",CENTRO,38300,CORTAZAR,GUANAJUATO,11011090030,04/09/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA DEL AHORRO 
SUCURSAL 
PROLONGACION 
GUERRERO",FARMACIA,"AVENIDA PROLONGACIÓN 
GUERRERO NO. 3167",LAS PLAZAS,36620,IRAPUATO,GUANAJUATO,11017090153,10/10/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA I.S.S.E.G. NO. 
193",FARMACIA,MANUEL DOBLADO NO. 34,ZONA CENTRO,38400,VALLE DE SANTIAGO,GUANAJUATO,11042090038,06/10/2017,PSICOTROPICOS FRACCION II Y III
FARMATODO,FARMACIA,"BOULEVARD DELTA NO. 902 Y 
904",VALLE DELTA,37538,LEON,GUANAJUATO,11020090348,16/10/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
FARMATODO,FARMACIA,"BLVD. MARIANO ESCOBEDO 
ORIENTE NO. 2001 LOCAL 2,3,4",LEÓN MODERNO,37480,LEON,GUANAJUATO,11020090347,16/10/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA SAN 
FRANCISCO DE ASIS S.A. 
DE C.V.",FARMACIA,"CARRETERA GUANAJUATO-
JUVENTINO ROSAS 
KILOMETRO 8.5 COL. 
YERBABUENA",COL. YERBABUENA,36262,GUANAJUATO,GUANAJUATO,11015090043,03/10/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA GUADALAJARA 
S.A DE C.V",FARMACIA,"CARRETERA GUANAJUATO-
MARFIL NO. 12",COL. EL  CERRITO,36250,GUANAJUATO,GUANAJUATO,11015090044,10/10/2017,PSICOTROPICOS FRACCION II Y III
"BOTICA DIMESA ANEXA A 
C.A.I.S.E.S JUVENTINO 
ROSAS",BOTICA,ALEJANDRINA No. 101,SIGLO XXI,38240,JUVENTINO ROSAS,GUANAJUATO,11035100017,31/10/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"CENTRO HOSPITALARIO 
MAC S.A. DE C.V.",FARMACIA,CAMINO ALCOCER NO. 12,SALTITO DE GUADALUPE,37745,"SAN MIGUEL DE 
ALLENDE",GUANAJUATO,11003090025,07/11/2017,"ESTUPEFACIENTES FARCCIÓN I, 
PSICOTROPICOS FRACCIÓN II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANMAL, 
HEMODERIVADOS"
FARMACIAS RAGA,FARMACIA,"CALLE 20 DE ENERO ESQUINA 
CON CALLE CONSTANCIA NO. 
916",OBREGÓN,37320,LEON,GUANAJUATO,11020090349,24/10/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"""FARMACIA I.S.S.E.G No. 
004""",FARMACIA,FRANCISCO I. MADERO No. 102,CENTRO,38160,APASEO EL GRANDE,GUANAJUATO,11005090021,14/11/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"FARMACIA CERANO DE LA 
CLINICA CERANO",FARMACIA,"NIÑOS HEROES NO. 27, 
INTERIOR 1",LOC. CERANO,38961,YURIRIA,GUANAJUATO,11046090029,16/11/2017,"ESTUPEFACIENTES FRACCION I, 
PSICOTROPICOS FRACCION II Y III"
"FARMACIA DEL AHORRO 
SUCURSAL FRANCISCO 
JUAREZ",FARMACIA,LOS AZTECAS No. 640,LOS ANGELES,38040,CELAYA,GUANAJUATO,11007090189,11/12/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"FARMACIAS SAN 
FRANCISCO DE ASIS S.A 
DE C.V",FARMACIA,"FRANCISCO VILLA No. 514 
LOCAL B Y C",CENTRO,38079,CELAYA,GUANAJUATO,11007090190,04/12/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA COMONFORT,FARMACIA,V. GUERRERO No. 88,CENTRO,38200,COMONFORT,GUANAJUATO,11009090017,20/12/2017,"ESTUPEFACIENTES FRACCION I, 
PSICOTROPICOS FARCCION II Y III"
"""FARMACIA SAN ANTONIO""",FARMACIA,JARDIN PRINCIPAL No. 15-D,CENTRO,38200,COMONFORT,GUANAJUATO,11009090018,15/01/2018,PSICOTROPICOS FRACCION II Y III
"BODEGA AURRERA EMILIO 
CARRANZA",FARMACIA,EMILIO CARRANZA NO. 95,EMILIO CARRANZA,38680,ACAMBARO,GUANAJUATO,11002090055,17/01/2018,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"FARMACIA I.S.S.E.G. 
NO.216",FARMACIA,"BOULEVARD JOSÉ MARÍA 
MORELOS NO. 621 LOCAL 7",BRISAS DEL LAGO,37207,LEON,GUANAJUATO,11020090350,01/12/2017,PSICOTRÓPICOS FRACCIÓN II Y III
"FARMACIA I.S.S.E.G. 
NO.103",FARMACIA,"BOULEVARD CAMPESTRE 
NO.3004 LOC 9",CAÑADA DEL REFUGIO,37358,LEON,GUANAJUATO,11020090351,07/12/2017,PSICOTRÓPICOS FRACCIÓN II Y III
"FARMACIAS SAN 
FRANCISCO DE ASÍS S.A 
DE C.V",FARMACIA,"AVENIDA MIGUEL ALEMÁN NO. 
365",CENTRO,37000,LEON,GUANAJUATO,11020090353,11/12/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
FARMATODO,FARMACIA,"BOULEVARD MARIANO 
ESCOBEDO NO. 2801",ORIENTAL,37510,LEON,GUANAJUATO,11020090354,19/12/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"FARMACIA I.S.S.E.G. 
NO.189",FARMACIA,"CALZADA INSURGENTES NO. 
497",BARRIO DE SANTA ANITA,36560,IRAPUATO,GUANAJUATO,11017090154,07/12/2017,PSICOTRÓPICOS FRACCIÓN II Y III
"FARMACIAS SAN 
FRANCISCO DE ASÍS S.A 
DE C.V",FARMACIA,BENITO JUAREZ NO. 587,TOMELOPITOS,36822,IRAPUATO,GUANAJUATO,11017090155,10/01/2018,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
